fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_335 001_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.835056740E-13 1.000000000E+20 1.132693451E+00 9.350403362E-15 1.380754500E-04 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.399355033E-14 1.000000000E+20 1.225237221E+00 6.867168957E-15 7.970883873E-05 
002_335 002_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.192483543E-13 1.000000000E+20 1.140779384E+00 1.273896097E-14 1.050020336E-04 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.212514110E-13 1.000000000E+20 1.226176687E+00 1.004885512E-14 8.137967404E-05 
003_335 003_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.698657693E-13 1.000000000E+20 1.150712378E+00 1.749374846E-14 9.372496925E-05 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.738002697E-13 1.000000000E+20 1.227505287E+00 1.468675530E-14 8.381593488E-05 
004_335 004_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.409171513E-13 1.000000000E+20 1.172486416E+00 2.382724382E-14 7.435776378E-05 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.467212396E-13 1.000000000E+20 1.229353503E+00 2.143119204E-14 8.735619398E-05 
005_335 005_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.373398423E-13 1.000000000E+20 1.191939601E+00 3.339021849E-14 6.705340538E-05 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.457634769E-13 1.000000000E+20 1.231868684E+00 3.121178276E-14 9.247618882E-05 
006_335 006_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.649571208E-13 1.000000000E+20 1.209275716E+00 4.721742061E-14 7.005790500E-05 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.766926781E-13 1.000000000E+20 1.235191278E+00 4.535480218E-14 9.982754996E-05 
