x N
8.2190965E+4 5.2381647E+11
8.1625333E+4 5.2018018E+11
8.1047762E+4 5.1074382E+11
8.0452670E+4 5.1485097E+11
7.9876111E+4 5.2463330E+11
7.9294395E+4 5.2003308E+11
7.8698953E+4 5.1137412E+11
7.8088235E+4 5.1231010E+11
7.7485763E+4 5.1649385E+11
7.6875390E+4 5.1719489E+11
7.6265007E+4 5.1770187E+11
7.5645999E+4 5.1609984E+11
7.5021736E+4 5.1276954E+11
7.4384173E+4 5.1244801E+11
7.3748424E+4 5.1883532E+11
7.3115706E+4 5.1763933E+11
7.2465847E+4 5.1241174E+11
7.1808511E+4 5.1952839E+11
7.1164948E+4 5.1704809E+11
7.0489125E+4 5.1837609E+11
6.9836848E+4 5.2228261E+11
6.9158173E+4 5.1839565E+11
6.8483049E+4 5.2428026E+11
6.7806322E+4 5.2494072E+11
6.7119336E+4 5.2331435E+11
6.6424392E+4 5.2905181E+11
6.5738266E+4 5.3369174E+11
6.5040829E+4 5.3237067E+11
6.4336442E+4 5.4381905E+11
6.3653800E+4 5.5334550E+11
6.2958301E+4 5.2377892E+11
6.2180973E+4 5.3509214E+11
6.1500677E+4 5.8910780E+11
6.0841540E+4 6.0530351E+11
6.0182737E+4 6.2794472E+11
5.9557567E+4 6.6347333E+11
5.8954650E+4 7.0617452E+11
5.8392123E+4 7.5601593E+11
5.7855419E+4 7.9265993E+11
5.7333887E+4 7.8939609E+11
5.6782724E+4 7.7168696E+11
