x N
7.2970916E+4 5.8948117E+11
7.2404534E+4 5.9114235E+11
7.1836907E+4 5.8934555E+11
7.1258000E+4 5.5105118E+11
7.0600147E+4 5.4696832E+11
7.0001623E+4 5.8890543E+11
6.9422934E+4 6.0165379E+11
6.8839544E+4 5.7751394E+11
6.8201578E+4 5.6171755E+11
6.7572682E+4 5.7787994E+11
6.6958743E+4 5.9115896E+11
6.6346505E+4 5.8493280E+11
6.5707813E+4 5.7988583E+11
6.5072712E+4 5.7208358E+11
6.4403670E+4 5.8562328E+11
6.3786338E+4 5.9066737E+11
6.3114874E+4 5.8187476E+11
6.2464935E+4 5.9557433E+11
6.1810161E+4 5.8273385E+11
6.1116981E+4 5.7757361E+11
6.0435295E+4 5.9707540E+11
5.9772099E+4 5.9773391E+11
5.9076412E+4 5.9140533E+11
5.8382904E+4 6.0367556E+11
5.7699380E+4 5.9711807E+11
5.6973622E+4 6.0439213E+11
5.6290365E+4 6.2070623E+11
5.5584186E+4 6.2412221E+11
5.4891431E+4 6.3705344E+11
5.4196152E+4 6.3727671E+11
5.3485921E+4 6.4625791E+11
5.2792181E+4 6.6683135E+11
5.2107289E+4 6.9221051E+11
5.1446841E+4 7.0367955E+11
5.0766312E+4 7.4193031E+11
5.0159132E+4 8.0390276E+11
4.9562745E+4 8.3898447E+11
4.8992193E+4 8.9279429E+11
4.8453439E+4 9.2436866E+11
4.7908444E+4 9.2347412E+11
4.7356289E+4 9.2273525E+11
