N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.165301163E+00 1.166736311E+00 1.166446934E+00 1.164223998E+00
1.600000000E+01 1.273871202E+00 1.273603210E+00 1.273304364E+00 1.273004431E+00
1.700000000E+01 1.350713100E+00 1.350620374E+00 1.349244261E+00 1.349846239E+00
1.549996187E+01 1.242201732E+00 1.241098574E+00 1.241833732E+00 1.241792148E+00
1.649996187E+01 1.306545230E+00 1.306937181E+00 1.307183623E+00 1.307379569E+00
1.674996808E+01 1.327937135E+00 1.326621707E+00 1.327084928E+00 1.327578746E+00
1.624993176E+01 1.289385453E+00 1.289342802E+00 1.289676453E+00 1.289778344E+00
1.574996808E+01 1.258699263E+00 1.258049553E+00 1.257859734E+00 1.258378397E+00
1.524993176E+01 1.217722567E+00 1.217651705E+00 1.217695822E+00 1.217344042E+00
