N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.025316171E+00 1.015283380E+00 1.013913218E+00 1.012817839E+00
1.600000000E+01 1.257836945E+00 1.255110819E+00 1.252794200E+00 1.250831608E+00
1.700000000E+01 1.316204785E+00 1.314211563E+00 1.311330567E+00 1.310823258E+00
1.549996187E+01 1.218554923E+00 1.213574170E+00 1.211309303E+00 1.209023161E+00
1.649996187E+01 1.284687952E+00 1.282805783E+00 1.281235065E+00 1.280011862E+00
1.674996808E+01 1.300723295E+00 1.297248130E+00 1.296007696E+00 1.295225843E+00
1.624993176E+01 1.271249225E+00 1.268866471E+00 1.267289372E+00 1.265868390E+00
1.574996808E+01 1.242245374E+00 1.238812507E+00 1.236329291E+00 1.234993763E+00
1.524993176E+01 1.165062911E+00 1.157593452E+00 1.152531175E+00 1.148931448E+00
