N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016988751E+00 1.015144412E+00 1.013771620E+00 1.012670386E+00
1.600000000E+01 1.257012961E+00 1.254116977E+00 1.251591427E+00 1.249394662E+00
1.700000000E+01 1.312469861E+00 1.310454960E+00 1.307490107E+00 1.306871558E+00
1.549996187E+01 1.217162579E+00 1.211547746E+00 1.208576100E+00 1.205559611E+00
1.649996187E+01 1.283060672E+00 1.281096611E+00 1.279391327E+00 1.278005660E+00
1.674996808E+01 1.298222697E+00 1.294702077E+00 1.293354051E+00 1.292435928E+00
1.624993176E+01 1.270156881E+00 1.267653897E+00 1.265912647E+00 1.264302284E+00
1.574996808E+01 1.241416242E+00 1.237701295E+00 1.234890365E+00 1.233202488E+00
1.524993176E+01 1.161538775E+00 1.152343612E+00 1.145396223E+00 1.139887491E+00
