fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UDT0 10:56 310.1 37.39 1.000E+000 4.879E+000 1.967E-006 7.437E+002 2.446E+000 4.972E-008 4.367E-004 
UDT1 10:58 310.1 37.39 1.000E+000 4.903E+000 1.999E-006 7.437E+002 2.444E+000 5.002E-008 5.807E-004 
UDT2 11:1 310.1 37.39 1.000E+000 4.895E+000 2.077E-006 7.437E+002 2.441E+000 5.039E-008 5.709E-004 
UDT3 11:3 310 37.4 1.000E+000 4.924E+000 1.992E-006 7.433E+002 2.444E+000 4.988E-008 8.747E-004 
UDT4 11:6 309.9 37.41 1.000E+000 4.926E+000 2.021E-006 7.428E+002 2.449E+000 4.961E-008 5.218E-004 
UDT5 11:8 309.9 37.41 1.000E+000 4.943E+000 1.987E-006 7.428E+002 2.452E+000 4.918E-008 4.956E-004 
UDT6 11:10 309.8 37.42 1.000E+000 4.928E+000 2.046E-006 7.424E+002 2.454E+000 4.890E-008 5.281E-004 
UDT7 11:13 309.7 37.44 1.000E+000 4.952E+000 1.995E-006 7.419E+002 2.450E+000 4.909E-008 6.138E-004 
UDT8 11:15 309.6 37.45 1.000E+000 4.954E+000 1.988E-006 7.415E+002 2.456E+000 4.851E-008 4.029E-004 
UDT9 11:17 309.6 37.45 1.000E+000 4.920E+000 2.128E-006 7.415E+002 2.440E+000 4.996E-008 5.300E-004 
