fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 7:44 298.5 38.84 1.000E+000 8.406E+000 6.201E-011 6.979E+002 2.777E+000 4.619E-006 1.758E-004 1.108E-001 1.737E-004 4.981E-006 2.590E-001 5.660E-002 8.785E-005 1.654E-003 
00L2 8:3 302.4 38.34 1.000E+000 8.665E+000 1.067E-010 7.062E+002 2.737E+000 5.180E-006 1.775E-004 1.115E-001 1.752E-004 5.084E-006 2.602E-001 5.710E-002 8.889E-005 7.094E-003 
00L3 8:20 305 38.01 1.000E+000 8.465E+000 1.686E-010 7.531E+002 2.814E+000 6.905E-006 1.771E-004 1.142E-001 1.750E-004 5.261E-006 2.632E-001 5.890E-002 8.916E-005 4.039E-003 
00L4 8:40 307.9 37.66 1.000E+000 8.094E+000 2.338E-010 7.273E+002 2.664E+000 6.072E-006 1.778E-004 1.122E-001 1.758E-004 5.176E-006 2.625E-001 5.770E-002 8.956E-005 5.567E-004 
00L5 9:0 311.2 37.26 1.000E+000 6.858E+000 4.212E-010 7.647E+002 2.729E+000 8.192E-006 1.777E-004 1.129E-001 1.760E-004 5.279E-006 2.657E-001 5.850E-002 9.008E-005 1.441E-002 
00L6 9:19 313.7 36.96 1.000E+000 5.419E+000 5.932E-010 7.569E+002 2.667E+000 8.353E-006 1.797E-004 1.123E-001 1.783E-004 5.335E-006 2.664E-001 5.830E-002 9.135E-005 1.072E-003 
00L7 9:39 316.1 36.68 1.000E+000 4.475E+000 8.519E-010 7.737E+002 2.654E+000 9.362E-006 1.780E-004 1.112E-001 1.768E-004 5.268E-006 2.679E-001 5.790E-002 9.083E-005 1.505E-003 
00L8 10:1 318.8 36.37 1.000E+000 3.902E+000 1.274E-009 7.828E+002 2.644E+000 1.061E-005 1.800E-004 1.110E-001 1.790E-004 5.359E-006 2.697E-001 5.800E-002 9.224E-005 3.784E-003 
00L9 10:22 321.4 36.07 1.000E+000 4.318E+000 1.851E-009 7.934E+002 2.639E+000 1.212E-005 1.778E-004 1.083E-001 1.767E-004 5.187E-006 2.710E-001 5.670E-002 9.132E-005 4.378E-004 
0L10 10:43 324.4 35.74 1.000E+000 3.857E+000 2.825E-009 8.020E+002 2.612E+000 1.363E-005 1.798E-004 1.075E-001 1.788E-004 5.247E-006 2.730E-001 5.650E-002 9.270E-005 6.199E-004 
0L11 11:4 327.2 35.43 1.000E+000 5.762E+000 4.089E-009 8.021E+002 2.584E+000 1.500E-005 1.813E-004 1.059E-001 1.798E-004 5.222E-006 2.742E-001 5.580E-002 9.342E-005 7.768E-004 
0L12 11:28 329.7 35.17 1.000E+000 9.077E+000 5.758E-009 8.018E+002 2.556E+000 1.634E-005 1.785E-004 1.024E-001 1.761E-004 4.950E-006 2.744E-001 5.400E-002 9.149E-005 1.011E-003 
0L13 11:51 332.4 34.88 1.000E+000 9.632E+000 8.787E-009 8.045E+002 2.569E+000 1.878E-005 1.862E-004 1.033E-001 1.835E-004 5.241E-006 2.765E-001 5.460E-002 9.582E-005 1.273E-003 
