T nFsrh nFBsrh dnsrh nF nFB dn
290 1.153971627E+00 1.002812363E+0 1.511592640E-01 1.153971627E+00 1.002812363E+0 1.511592640E-01
295 1.149783386E+00 1.002738068E+0 1.470453180E-01 1.149783386E+00 1.002738068E+0 1.470453180E-01
300 1.152656982E+00 1.002668870E+0 1.499881120E-01 1.152656982E+00 1.002668870E+0 1.499881120E-01
305 1.142567606E+00 1.002604315E+0 1.399632910E-01 1.142567606E+00 1.002604315E+0 1.399632910E-01
310 1.124065589E+00 1.002544002E+0 1.215215870E-01 1.124065589E+00 1.002544002E+0 1.215215870E-01
315 1.106424569E+00 1.002487571E+0 1.039369980E-01 1.106424569E+00 1.002487571E+0 1.039369980E-01
320 1.088025620E+00 1.002434701E+0 8.559091900E-02 1.088025620E+00 1.002434701E+0 8.559091900E-02
325 1.036772511E+00 1.002385104E+0 3.438740700E-02 1.036772511E+00 1.002385104E+0 3.438740700E-02
330 1.010192799E+00 1.002338519E+0 7.854280000E-03 1.010192799E+00 1.002338519E+0 7.854280000E-03
335 1.006359525E+00 1.002294713E+0 4.064812000E-03 1.006359525E+00 1.002294713E+0 4.064812000E-03
340 1.007061553E+00 1.002253475E+0 4.808078000E-03 1.007061553E+00 1.002253475E+0 4.808078000E-03
