N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.471832150E-01 -1.402122550E-01 -1.333068050E-01 -1.263823020E-01
1.600000000E+01 2.866113900E-02 2.842258600E-02 2.783961600E-02 2.752741800E-02
1.700000000E+01 6.314029300E-02 6.372273300E-02 6.301433400E-02 6.353516400E-02
1.549996187E+01 -1.642127100E-02 -2.314367200E-02 -2.774580100E-02 -3.193970200E-02
1.649996187E+01 5.210244200E-02 5.414949100E-02 5.516784100E-02 5.602158500E-02
1.674996808E+01 6.168832400E-02 6.173648600E-02 6.330833800E-02 6.387378000E-02
1.624993176E+01 4.014547400E-02 4.103864600E-02 4.168874200E-02 4.176791600E-02
1.574996808E+01 1.544990400E-02 1.331648200E-02 1.142782800E-02 1.081502600E-02
1.524993176E+01 -1.096010140E-01 -1.244905600E-01 -1.379894000E-01 -1.495059410E-01
