N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.571456630E-01 -1.551395740E-01 -1.536297580E-01 -1.522903980E-01
1.600000000E+01 2.953111600E-02 2.951071200E-02 2.903293600E-02 2.876400100E-02
1.700000000E+01 5.897801000E-02 5.801049900E-02 5.630789400E-02 5.655263900E-02
1.549996187E+01 2.752787000E-03 3.056034000E-03 4.940037000E-03 6.436182000E-03
1.649996187E+01 4.880214600E-02 4.884409200E-02 4.835200300E-02 4.809402800E-02
1.674996808E+01 5.717690500E-02 5.498095400E-02 5.508365400E-02 5.470403600E-02
1.624993176E+01 3.874629200E-02 3.853750900E-02 3.824155400E-02 3.755878200E-02
1.574996808E+01 2.113419600E-02 2.112229500E-02 2.120876400E-02 2.216429100E-02
1.524993176E+01 -5.232675400E-02 -4.761183500E-02 -4.340842600E-02 -3.973981900E-02
