T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 4.464900000E-05 6.681300000E-05 9.755200000E-05 1.399790000E-04 1.916140000E-04 2.661230000E-04 3.819120000E-04 5.527840000E-04 7.852240000E-04
295 4.073100000E-05 6.118300000E-05 9.003300000E-05 1.280070000E-04 1.820360000E-04 2.493230000E-04 3.537450000E-04 5.131580000E-04 7.263870000E-04
300 3.782800000E-05 5.883600000E-05 8.470400000E-05 1.232740000E-04 1.761280000E-04 2.399830000E-04 3.273550000E-04 4.703960000E-04 8.155910000E-04
305 3.597100000E-05 5.799600000E-05 8.324500000E-05 1.222660000E-04 1.730570000E-04 2.327500000E-04 3.259990000E-04 4.538630000E-04 6.293170000E-04
310 3.404200000E-05 5.845200000E-05 8.637000000E-05 1.270450000E-04 1.805080000E-04 2.392160000E-04 3.301500000E-04 4.638190000E-04 6.258080000E-04
315 2.829200000E-05 5.998700000E-05 9.153200000E-05 1.331850000E-04 1.936100000E-04 2.583590000E-04 3.470480000E-04 4.779590000E-04 6.555690000E-04
320 1.165800000E-05 6.131900000E-05 1.006760000E-04 1.479480000E-04 2.079320000E-04 2.847880000E-04 3.861380000E-04 5.193260000E-04 7.009000000E-04
325 -2.321000000E-05 5.559800000E-05 1.113000000E-04 1.677450000E-04 2.377080000E-04 3.271780000E-04 4.419410000E-04 5.894330000E-04 7.905960000E-04
330 2.488900000E-05 3.111200000E-05 1.189070000E-04 1.904740000E-04 2.758740000E-04 3.808930000E-04 5.089780000E-04 6.751030000E-04 9.107270000E-04
335 2.980900000E-05 -2.461900000E-05 1.146640000E-04 2.163660000E-04 3.189150000E-04 4.429880000E-04 5.986220000E-04 7.945940000E-04 1.054939000E-03
340 4.038600000E-05 2.838900000E-05 7.903400000E-05 2.366690000E-04 3.700680000E-04 5.196500000E-04 7.059460000E-04 9.382460000E-04 1.241674000E-03
