N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+16 330 3.800E-4 3.724927E+1 1.622350E+1 5.442380E-1 8.002730E+1
1.468000E+10 3.162E+16 330 3.800E-4 3.713659E+1 1.615840E+1 5.437730E-1 8.001610E+1
2.154000E+10 3.162E+16 330 3.800E-4 3.698087E+1 1.606860E+1 5.431340E-1 8.000060E+1
3.162000E+10 3.162E+16 330 3.800E-4 3.677073E+1 1.594790E+1 5.422770E-1 7.997960E+1
4.642000E+10 3.162E+16 330 3.800E-4 3.649572E+1 1.579060E+1 5.411630E-1 7.995170E+1
6.813000E+10 3.162E+16 330 3.800E-4 3.614908E+1 1.559310E+1 5.397530E-1 7.991720E+1
1.000000E+11 3.162E+16 330 3.800E-4 3.573056E+1 1.535550E+1 5.379920E-1 7.988180E+1
1.468000E+11 3.162E+16 330 3.800E-4 3.524721E+1 1.507530E+1 5.359600E-1 7.980080E+1
2.154000E+11 3.162E+16 330 3.800E-4 3.471108E+1 1.477160E+1 5.336810E-1 7.974040E+1
3.162000E+11 3.162E+16 330 3.800E-4 3.413414E+1 1.444540E+1 5.311680E-1 7.967230E+1
4.642000E+11 3.162E+16 330 3.800E-4 3.352390E+1 1.409970E+1 5.283440E-1 7.960480E+1
6.813000E+11 3.162E+16 330 3.800E-4 3.288208E+1 1.372900E+1 5.252360E-1 7.949210E+1
1.000000E+12 3.162E+16 330 3.800E-4 3.220664E+1 1.334500E+1 5.218880E-1 7.939540E+1
1.468000E+12 3.162E+16 330 3.800E-4 3.149451E+1 1.294190E+1 5.181950E-1 7.929970E+1
2.154000E+12 3.162E+16 330 3.800E-4 3.074325E+1 1.251260E+1 5.141860E-1 7.915500E+1
3.162000E+12 3.162E+16 330 3.800E-4 2.995141E+1 1.206990E+1 5.099450E-1 7.902470E+1
4.642000E+12 3.162E+16 330 3.800E-4 2.911845E+1 1.160920E+1 5.052920E-1 7.890300E+1
6.813000E+12 3.162E+16 330 3.800E-4 2.824469E+1 1.112620E+1 5.004660E-1 7.871100E+1
1.000000E+13 3.162E+16 330 3.800E-4 2.733136E+1 1.063470E+1 4.952630E-1 7.856470E+1
1.468000E+13 3.162E+16 330 3.800E-4 2.638070E+1 1.012540E+1 4.899150E-1 7.834400E+1
2.154000E+13 3.162E+16 330 3.800E-4 2.539596E+1 9.612500E+0 4.842100E-1 7.817000E+1
3.162000E+13 3.162E+16 330 3.800E-4 2.438142E+1 9.088400E+0 4.783520E-1 7.792540E+1
4.642000E+13 3.162E+16 330 3.800E-4 2.334237E+1 8.562100E+0 4.722620E-1 7.767000E+1
6.813000E+13 3.162E+16 330 3.800E-4 2.228502E+1 8.040700E+0 4.659440E-1 7.743630E+1
1.000000E+14 3.162E+16 330 3.800E-4 2.121637E+1 7.519300E+0 4.595100E-1 7.712750E+1
