fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0UL1 10:37 303.6 38.19 1.000E+000 2.181E+000 2.923E-006 5.766E+004 2.344E+000 8.714E-008 1.466E-004 2.560E-001 1.466E-004 1.843E-005 4.910E-001 1.720E-001 1.071E-004 2.427E-003 
0UL2 11:1 307.2 37.74 1.000E+000 2.209E+000 2.422E-006 5.017E+004 2.354E+000 8.904E-008 1.484E-004 2.438E-001 1.484E-004 1.728E-005 4.778E-001 1.619E-001 1.067E-004 1.156E-003 
0UL3 11:15 309.3 37.49 1.000E+000 2.298E+000 2.388E-006 4.617E+004 2.345E+000 9.280E-008 1.455E-004 2.353E-001 1.454E-004 1.607E-005 4.698E-001 1.553E-001 1.034E-004 1.686E-003 
0UL4 11:43 311.6 37.21 1.000E+000 2.319E+000 2.385E-006 4.208E+004 2.334E+000 9.755E-008 1.483E-004 2.288E-001 1.482E-004 1.573E-005 4.637E-001 1.503E-001 1.046E-004 1.823E-003 
0UL5 12:0 313.5 36.98 1.000E+000 2.312E+000 2.272E-006 3.892E+004 2.343E+000 9.632E-008 1.486E-004 2.212E-001 1.486E-004 1.496E-005 4.551E-001 1.442E-001 1.037E-004 3.921E-003 
0UL6 12:28 316.1 36.68 1.000E+000 2.277E+000 2.453E-006 3.488E+004 2.334E+000 1.006E-007 1.490E-004 2.124E-001 1.490E-004 1.413E-005 4.464E-001 1.374E-001 1.028E-004 1.044E-002 
0UL7 12:46 318.5 36.4 1.000E+000 2.308E+000 2.290E-006 3.143E+004 2.334E+000 1.030E-007 1.496E-004 2.042E-001 1.495E-004 1.336E-005 4.377E-001 1.310E-001 1.019E-004 3.433E-003 
0UL8 13:14 321.1 36.11 1.000E+000 2.366E+000 2.419E-006 2.795E+004 2.328E+000 1.072E-007 1.500E-004 1.957E-001 1.499E-004 1.258E-005 4.288E-001 1.245E-001 1.009E-004 1.739E-003 
0UL9 13:30 323.8 35.81 1.000E+000 2.326E+000 2.511E-006 2.461E+004 2.312E+000 1.127E-007 1.503E-004 1.867E-001 1.503E-004 1.179E-005 4.201E-001 1.178E-001 9.997E-005 2.325E-003 
UL10 13:53 325.9 35.58 1.000E+000 2.360E+000 2.419E-006 2.216E+004 2.309E+000 1.153E-007 1.505E-004 1.795E-001 1.504E-004 1.114E-005 4.125E-001 1.125E-001 9.893E-005 2.798E-003 
UL11 14:8 328.7 35.27 1.000E+000 2.333E+000 2.684E-006 1.909E+004 2.276E+000 1.264E-007 1.505E-004 1.715E-001 1.505E-004 1.046E-005 4.055E-001 1.067E-001 9.796E-005 2.914E-003 
UL12 14:29 331 35.03 1.000E+000 2.411E+000 2.366E-006 1.670E+004 2.289E+000 1.264E-007 1.509E-004 1.636E-001 1.508E-004 9.767E-006 3.959E-001 1.008E-001 9.680E-005 9.870E-004 
