T nFsrh nFBsrh dnsrh nF nFB dn
290 1.144519553E+00 1.127814304E+0 1.670524900E-02 1.144519553E+00 1.127814304E+0 1.670524900E-02
295 1.135884925E+00 1.125519205E+0 1.036572000E-02 1.135884925E+00 1.125519205E+0 1.036572000E-02
300 1.117884023E+00 1.118017285E+0 -1.332620000E-04 1.117884023E+00 1.118017285E+0 -1.332620000E-04
305 1.097960106E+00 1.102294714E+0 -4.334608000E-03 1.097960106E+00 1.102294714E+0 -4.334608000E-03
310 1.072743323E+00 1.078233793E+0 -5.490470000E-03 1.072743323E+00 1.078233793E+0 -5.490470000E-03
315 1.035711264E+00 1.051673833E+0 -1.596256900E-02 1.035711264E+00 1.051673833E+0 -1.596256900E-02
320 1.007890575E+00 1.030119923E+0 -2.222934800E-02 1.007890575E+00 1.030119923E+0 -2.222934800E-02
325 1.007189084E+00 1.016238439E+0 -9.049355000E-03 1.007189084E+00 1.016238439E+0 -9.049355000E-03
330 1.008129188E+00 1.008449004E+0 -3.198160000E-04 1.008129188E+00 1.008449004E+0 -3.198160000E-04
335 1.010291213E+00 1.004358104E+0 5.933109000E-03 1.010291213E+00 1.004358104E+0 5.933109000E-03
340 1.017645102E+00 1.002260160E+0 1.538494200E-02 1.017645102E+00 1.002260160E+0 1.538494200E-02
