T nFsrh nFBsrh dnsrh nF nFB dn
290 1.200523107E+00 1.203762792E+0 -3.239685000E-03 1.200523107E+00 1.203762792E+0 -3.239685000E-03
295 1.209629482E+00 1.207275943E+0 2.353539000E-03 1.209629482E+00 1.207275943E+0 2.353539000E-03
300 1.207935651E+00 1.210789095E+0 -2.853444000E-03 1.207935651E+00 1.210789095E+0 -2.853444000E-03
305 1.216814772E+00 1.214302246E+0 2.512526000E-03 1.216814772E+00 1.214302246E+0 2.512526000E-03
310 1.215377154E+00 1.217815398E+0 -2.438244000E-03 1.215377154E+00 1.217815398E+0 -2.438244000E-03
315 1.218445165E+00 1.221328550E+0 -2.883385000E-03 1.218445165E+00 1.221328550E+0 -2.883385000E-03
320 1.226795333E+00 1.224841701E+0 1.953632000E-03 1.226795333E+00 1.224841701E+0 1.953632000E-03
325 1.230039864E+00 1.228354853E+0 1.685011000E-03 1.230039864E+00 1.228354853E+0 1.685011000E-03
330 1.237333463E+00 1.231868004E+0 5.465459000E-03 1.237333463E+00 1.231868004E+0 5.465459000E-03
335 1.243933209E+00 1.235381156E+0 8.552053000E-03 1.243933209E+00 1.235381156E+0 8.552053000E-03
340 1.244491517E+00 1.238894308E+0 5.597209000E-03 1.244491517E+00 1.238894308E+0 5.597209000E-03
