N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+16 320 2.100E-4 1.236846638E+00 1.251665357E+00
1.468000E+10 1.000E+16 320 2.100E-4 1.242656566E+00 1.251726861E+00
2.154000E+10 1.000E+16 320 2.100E-4 1.245354004E+00 1.251831430E+00
3.162000E+10 1.000E+16 320 2.100E-4 1.247398811E+00 1.251997434E+00
4.642000E+10 1.000E+16 320 2.100E-4 1.249021880E+00 1.252253127E+00
6.813000E+10 1.000E+16 320 2.100E-4 1.250426106E+00 1.252625641E+00
1.000000E+11 1.000E+16 320 2.100E-4 1.251705433E+00 1.253177205E+00
1.468000E+11 1.000E+16 320 2.100E-4 1.252940789E+00 1.253963819E+00
2.154000E+11 1.000E+16 320 2.100E-4 1.254335578E+00 1.255046763E+00
3.162000E+11 1.000E+16 320 2.100E-4 1.255991859E+00 1.256487075E+00
4.642000E+11 1.000E+16 320 2.100E-4 1.257981487E+00 1.258327709E+00
6.813000E+11 1.000E+16 320 2.100E-4 1.260315527E+00 1.260559472E+00
1.000000E+12 1.000E+16 320 2.100E-4 1.263007313E+00 1.263181345E+00
1.468000E+12 1.000E+16 320 2.100E-4 1.265981936E+00 1.266108375E+00
2.154000E+12 1.000E+16 320 2.100E-4 1.269564382E+00 1.269648541E+00
3.162000E+12 1.000E+16 320 2.100E-4 1.272903063E+00 1.272966256E+00
4.642000E+12 1.000E+16 320 2.100E-4 1.276284970E+00 1.276335292E+00
6.813000E+12 1.000E+16 320 2.100E-4 1.279774253E+00 1.279820192E+00
1.000000E+13 1.000E+16 320 2.100E-4 1.283289472E+00 1.283323242E+00
