fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
00L1 33770 294.4 39.382 1.000000000E+00 1.611350298E-01 1.000000000E-17 9.576692932E+03 1.366396858E+00 1.038708250E-09 1.468740239E-03 4.940922989E-01 1.467740239E-03 7.145682833E-01 5.182043108E-04 4.064885622E-01 1.274787275E-03 1.448321941E-01 
00L2 34010 300.22 38.619 1.000000000E+00 5.913174798E-01 1.000000016E-17 7.541208223E+19 1.197310159E+00 3.108910379E-10 1.374621992E-03 4.755318962E-01 1.081052261E-03 9.647391017E-01 4.959480914E-04 3.916478567E-01 1.266308033E-03 4.030000209E-01 
00L3 34026 300.33 38.605 1.000000000E+00 8.516341122E-01 1.069049803E-11 1.113163329E+04 2.478446816E+00 2.950058583E-07 1.459154228E-03 4.749587479E-01 1.458154228E-03 7.155522429E-01 4.955650841E-04 3.910401731E-01 1.267282011E-03 5.275121351E-02 
00L4 34208 301.21 38.492 1.000000000E+00 6.167319161E-01 1.505413481E-12 4.041747185E+03 1.211680641E+00 3.839426868E-10 1.472304292E-03 4.738824997E-01 1.458798458E-03 7.131653806E-01 4.930105571E-04 3.884541107E-01 1.269132175E-03 8.233991665E-02 
00L5 34408 300.76 38.55 1.000000000E+00 6.028854860E-01 1.000000009E-17 4.054618521E+03 1.188564865E+00 2.946193298E-10 1.472350082E-03 4.744460548E-01 1.458972135E-03 7.154364286E-01 4.952276524E-04 3.907011457E-01 1.267530590E-03 7.113191065E-02 
00L6 34604 300.26 38.614 1.000000000E+00 5.925095476E-01 1.000000013E-17 4.108164662E+03 1.192560065E+00 2.914843946E-10 1.472152969E-03 4.754164536E-01 1.459487990E-03 7.150288113E-01 4.961331832E-04 3.905303480E-01 1.270434245E-03 1.015622175E-01 
00L7 34804 300.03 38.643 1.000000000E+00 8.499357360E-01 1.000302104E-11 1.156279355E+04 2.508541922E+00 3.144433611E-07 1.459990695E-03 4.761223404E-01 1.458990695E-03 7.150060496E-01 4.966847185E-04 3.912673618E-01 1.269424823E-03 9.583456813E-02 
0L10 35406 299.99 38.649 1.000000000E+00 8.598303988E-01 1.052175119E-11 2.216321613E+17 9.335867089E+00 3.827821858E-05 1.473994230E-03 4.756781931E-01 1.460861374E-03 7.155611319E-01 4.972433582E-04 3.919133051E-01 1.268959528E-03 1.451622647E+00 
0L11 35608 300 38.647 1.000000000E+00 8.352652768E-01 9.470156016E-12 8.886068392E+03 2.216539017E+00 1.299767791E-07 1.462208350E-03 4.760758492E-01 1.461208350E-03 7.148490725E-01 4.972819022E-04 3.922987116E-01 1.267604655E-03 1.003928111E-01 
0L12 35812 300.01 38.646 1.000000000E+00 5.855790556E-01 1.000000004E-17 4.048787596E+03 1.191758244E+00 2.748092886E-10 1.473957043E-03 4.760241562E-01 1.460954556E-03 7.155419744E-01 4.976234226E-04 3.930514313E-01 1.266057418E-03 9.887886222E-02 
0L13 36004 300 38.647 1.000000000E+00 8.117192814E-01 8.862302430E-12 1.128538134E+19 1.875729185E+00 3.136855019E-08 1.402441271E-03 4.761601913E-01 1.388912773E-03 7.522803025E-01 4.975167956E-04 3.929603832E-01 1.266074781E-03 1.668033410E-01 
0L14 36024 300 38.647 1.000000000E+00 6.885507262E-01 5.381648534E-12 4.579573440E+03 1.380305784E+00 1.447642545E-09 1.470466711E-03 4.762830238E-01 1.459634134E-03 7.151151182E-01 4.971472857E-04 3.918725981E-01 1.268657748E-03 1.562219278E-01 
0L15 36208 300 38.647 1.000000000E+00 8.687763403E-01 1.048919776E-11 4.329907734E+16 7.960030605E+00 2.719129932E-05 1.470903584E-03 4.757644365E-01 1.459819051E-03 7.156453027E-01 4.970371236E-04 3.921832453E-01 1.267564229E-03 1.424899148E+00 
0L16 36228 300 38.647 1.000000000E+00 8.569237896E-01 1.036808161E-11 6.191152330E+16 7.564619392E+00 2.458232967E-05 1.470754815E-03 4.757722897E-01 1.459986468E-03 7.154442949E-01 4.969627067E-04 3.911401493E-01 1.270776916E-03 1.423588015E+00 
0L17 36406 300 38.647 1.000000000E+00 8.701088139E-01 1.032750989E-11 5.979389084E+19 7.765789748E+00 2.608105150E-05 1.471053431E-03 4.760152654E-01 1.460165038E-03 7.157287947E-01 4.974750631E-04 3.922350927E-01 1.268484249E-03 1.398064336E+00 
0L18 36608 300 38.647 1.000000000E+00 8.765171678E-01 1.031384448E-11 4.354999968E+16 8.496709040E+00 3.145427571E-05 1.471996114E-03 4.762167832E-01 1.459746923E-03 7.160493856E-01 4.977660152E-04 3.930430204E-01 1.266630870E-03 1.403183266E+00 
0L19 36812 300.01 38.646 1.000000000E+00 8.398675911E-01 9.288140333E-12 9.545773226E+03 2.311221338E+00 1.779022302E-07 1.461591917E-03 4.769926231E-01 1.460591917E-03 7.144307403E-01 4.977378741E-04 3.926147200E-01 1.267728987E-03 1.078747379E-01 
0L20 37008 300 38.647 1.000000000E+00 5.679689918E-01 1.000000007E-17 4.257976714E+03 1.210119436E+00 3.447313593E-10 1.472665932E-03 4.769570702E-01 1.461200373E-03 7.153394860E-01 4.985414397E-04 3.929602911E-01 1.268680531E-03 1.449199143E-01 
0L21 37212 300.02 38.645 1.000000000E+00 8.494326838E-01 8.401739106E-12 2.644598192E+03 1.531102882E+00 2.764002985E-09 1.479468674E-03 4.771592651E-01 1.478468674E-03 7.064057538E-01 4.983445533E-04 3.930183981E-01 1.267983206E-03 3.376409210E-01 
