name time T kT_1 I
10RV 10rv.dat 300 38.65 5.136E-006
11RV 11rv.dat 300 38.65 4.948E-006
12RV 12rv.dat 300 38.65 4.983E-006
13RV 13rv.dat 300 38.65 5.501E-006
14RV 14rv.dat 300 38.65 5.032E-006
15RV 15rv.dat 300 38.65 4.879E-006
16RV 16rv.dat 300 38.65 5.120E-006
17RV 17rv.dat 300 38.65 5.182E-006
18RV 18rv.dat 300 38.65 5.246E-006
19RV 19rv.dat 300 38.65 4.803E-006
1RV 1rv.dat 300 38.65 5.409E-006
20RV 20rv.dat 300 38.65 4.913E-006
21RV 21rv.dat 300 38.65 4.935E-006
22RV 22rv.dat 300 38.65 4.854E-006
23RV 23rv.dat 300 38.65 4.555E-006
24RV 24rv.dat 300 38.65 4.644E-006
25RV 25rv.dat 300 38.65 4.938E-006
26RV 26rv.dat 300 38.65 4.895E-006
27RV 27rv.dat 300 38.65 4.934E-006
2RV 2rv.dat 300 38.65 5.194E-006
3RV 3rv.dat 300 38.65 5.171E-006
4RV 4rv.dat 300 38.65 5.177E-006
5RV 5rv.dat 300 38.65 4.920E-006
6RV 6rv.dat 300 38.65 5.202E-006
7RV 7rv.dat 300 38.65 5.071E-006
8RV 8rv.dat 300 38.65 5.260E-006
9RV 9rv.dat 300 38.65 5.061E-006
