name time T kT_1 I
10RV 10rv.dat 300 38.65 2.140E-007
11RV 11rv.dat 300 38.65 2.064E-007
12RV 12rv.dat 300 38.65 2.003E-007
13RV 13rv.dat 300 38.65 2.240E-007
14RV 14rv.dat 300 38.65 2.139E-007
15RV 15rv.dat 300 38.65 2.019E-007
16RV 16rv.dat 300 38.65 2.330E-007
17RV 17rv.dat 300 38.65 2.257E-007
18RV 18rv.dat 300 38.65 2.111E-007
19RV 19rv.dat 300 38.65 2.143E-007
1RV 1rv.dat 300 38.65 2.025E-007
20RV 20rv.dat 300 38.65 2.038E-007
21RV 21rv.dat 300 38.65 1.957E-007
22RV 22rv.dat 300 38.65 2.109E-007
23RV 23rv.dat 300 38.65 1.917E-007
24RV 24rv.dat 300 38.65 1.903E-007
25RV 25rv.dat 300 38.65 2.087E-007
26RV 26rv.dat 300 38.65 2.038E-007
27RV 27rv.dat 300 38.65 2.005E-007
2RV 2rv.dat 300 38.65 2.001E-007
3RV 3rv.dat 300 38.65 2.273E-007
4RV 4rv.dat 300 38.65 1.976E-007
5RV 5rv.dat 300 38.65 2.353E-007
6RV 6rv.dat 300 38.65 2.449E-007
7RV 7rv.dat 300 38.65 2.062E-007
8RV 8rv.dat 300 38.65 2.300E-007
9RV 9rv.dat 300 38.65 2.043E-007
