Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.237208407E+00 1.227541557E+0 9.666850000E-03 1.237208407E+00 1.227541557E+0 9.666850000E-03
1.468000015E+10 1.237235564E+00 1.228998793E+0 8.236771000E-03 1.237235564E+00 1.228998793E+0 8.236771000E-03
2.154000005E+10 1.237275518E+00 1.230439654E+0 6.835864000E-03 1.237275518E+00 1.230439654E+0 6.835864000E-03
3.162000032E+10 1.237333463E+00 1.231868004E+0 5.465459000E-03 1.237333463E+00 1.231868004E+0 5.465459000E-03
4.642000041E+10 1.237417225E+00 1.233282727E+0 4.134498000E-03 1.237417225E+00 1.233282727E+0 4.134498000E-03
6.813000017E+10 1.237538195E+00 1.234683017E+0 2.855178000E-03 1.237538195E+00 1.234683017E+0 2.855178000E-03
1.000000000E+11 1.237710914E+00 1.236070381E+0 1.640533000E-03 1.237710914E+00 1.236070381E+0 1.640533000E-03
1.468000015E+11 1.237954700E+00 1.237445428E+0 5.092720000E-04 1.237954700E+00 1.237445428E+0 5.092720000E-04
2.154000005E+11 1.238293389E+00 1.238806249E+0 -5.128600000E-04 1.238293389E+00 1.238806249E+0 -5.128600000E-04
3.162000032E+11 1.238752657E+00 1.240156434E+0 -1.403777000E-03 1.238752657E+00 1.240156434E+0 -1.403777000E-03
4.642000041E+11 1.239356956E+00 1.241494872E+0 -2.137916000E-03 1.239356956E+00 1.241494872E+0 -2.137916000E-03
6.813000017E+11 1.240120550E+00 1.242820745E+0 -2.700195000E-03 1.240120550E+00 1.242820745E+0 -2.700195000E-03
1.000000000E+12 1.241038628E+00 1.244135427E+0 -3.096799000E-03 1.241038628E+00 1.244135427E+0 -3.096799000E-03
1.468000015E+12 1.242105810E+00 1.245439449E+0 -3.333639000E-03 1.242105810E+00 1.245439449E+0 -3.333639000E-03
2.154000005E+12 1.247208508E+00 1.246730952E+0 4.775560000E-04 1.247208508E+00 1.246730952E+0 4.775560000E-04
3.162000032E+12 1.249263245E+00 1.248013298E+0 1.249947000E-03 1.249263245E+00 1.248013298E+0 1.249947000E-03
4.642000041E+12 1.250261665E+00 1.249285393E+0 9.762720000E-04 1.250261665E+00 1.249285393E+0 9.762720000E-04
6.813000017E+12 1.251592982E+00 1.250546419E+0 1.046563000E-03 1.251592982E+00 1.250546419E+0 1.046563000E-03
1.000000000E+13 1.260203596E+00 1.251797645E+0 8.405951000E-03 1.260203596E+00 1.251797645E+0 8.405951000E-03
