T nFsrh nFBsrh dnsrh nF nFB dn
290 1.229892128E+00 1.214979371E+0 1.491275700E-02 1.229892128E+00 1.214979371E+0 1.491275700E-02
295 1.227325914E+00 1.219172360E+0 8.153554000E-03 1.227325914E+00 1.219172360E+0 8.153554000E-03
300 1.225559376E+00 1.223374488E+0 2.184888000E-03 1.225559376E+00 1.223374488E+0 2.184888000E-03
305 1.222225971E+00 1.227585467E+0 -5.359496000E-03 1.222225971E+00 1.227585467E+0 -5.359496000E-03
310 1.231481461E+00 1.231804820E+0 -3.233590000E-04 1.231481461E+00 1.231804820E+0 -3.233590000E-04
315 1.230022061E+00 1.236031655E+0 -6.009594000E-03 1.230022061E+00 1.236031655E+0 -6.009594000E-03
320 1.239103593E+00 1.240264205E+0 -1.160612000E-03 1.239103593E+00 1.240264205E+0 -1.160612000E-03
325 1.247897588E+00 1.244498899E+0 3.398689000E-03 1.247897588E+00 1.244498899E+0 3.398689000E-03
330 1.246879650E+00 1.248728554E+0 -1.848904000E-03 1.246879650E+00 1.248728554E+0 -1.848904000E-03
335 1.250511080E+00 1.252938913E+0 -2.427833000E-03 1.250511080E+00 1.252938913E+0 -2.427833000E-03
340 1.259222635E+00 1.257102166E+0 2.120469000E-03 1.259222635E+00 1.257102166E+0 2.120469000E-03
