T nFsrh nFBsrh dnsrh nF nFB dn
290 1.193107045E+00 1.190701170E+0 2.405875000E-03 1.193107045E+00 1.190701170E+0 2.405875000E-03
295 1.191269329E+00 1.193987330E+0 -2.718001000E-03 1.191269329E+00 1.193987330E+0 -2.718001000E-03
300 1.199771843E+00 1.197271385E+0 2.500458000E-03 1.199771843E+00 1.197271385E+0 2.500458000E-03
305 1.208099399E+00 1.200551110E+0 7.548289000E-03 1.208099399E+00 1.200551110E+0 7.548289000E-03
310 1.206321498E+00 1.203822131E+0 2.499367000E-03 1.206321498E+00 1.203822131E+0 2.499367000E-03
315 1.208766178E+00 1.207076053E+0 1.690125000E-03 1.208766178E+00 1.207076053E+0 1.690125000E-03
320 1.211902797E+00 1.210297114E+0 1.605683000E-03 1.211902797E+00 1.210297114E+0 1.605683000E-03
325 1.218818651E+00 1.213456350E+0 5.362301000E-03 1.218818651E+00 1.213456350E+0 5.362301000E-03
330 1.225061692E+00 1.216501665E+0 8.560027000E-03 1.225061692E+00 1.216501665E+0 8.560027000E-03
335 1.230391005E+00 1.219341421E+0 1.104958400E-02 1.230391005E+00 1.219341421E+0 1.104958400E-02
340 1.234534190E+00 1.221818260E+0 1.271593000E-02 1.234534190E+00 1.221818260E+0 1.271593000E-02
