-9.0044500E-2 -1.3803110E-3
-5.9948920E-2 -9.9962980E-4
-2.9989720E-2 -6.2182550E-4
-1.7702580E-5 -2.4397470E-4
9.9827050E-3 -1.1635830E-4
1.9821700E-2 9.4587500E-6
3.0031200E-2 1.3671400E-4
3.9995190E-2 2.6490680E-4
5.0004480E-2 3.9255430E-4
5.9990880E-2 5.2114130E-4
6.9988730E-2 6.4802360E-4
8.0009460E-2 7.7541030E-4
8.9995860E-2 9.0271580E-4
1.0001660E-1 1.0321150E-3
1.0999160E-1 1.1621300E-3
1.2000080E-1 1.2910660E-3
1.3007830E-1 1.4197120E-3
1.3987110E-1 1.5511400E-3
1.5000580E-1 1.6833210E-3
1.5995790E-1 1.8177050E-3
1.7006970E-1 1.9491330E-3
1.7997650E-1 2.0849070E-3
1.9008830E-1 2.2204500E-3
1.9991490E-1 2.3643370E-3
2.1008400E-1 2.5059060E-3
2.1999310E-1 2.6555300E-3
2.2995660E-1 2.8067180E-3
2.3998880E-1 2.9666570E-3
2.4990700E-1 3.1336660E-3
2.5995020E-1 3.3167840E-3
2.6989130E-1 3.5100430E-3
2.7994630E-1 3.7272930E-3
2.8994420E-1 3.9618700E-3
2.9994200E-1 4.2316800E-3
3.0993990E-1 4.5465160E-3
3.1993770E-1 4.9159400E-3
3.2998130E-1 5.3536850E-3
3.3995630E-1 5.8759790E-3
3.4995460E-1 6.5064040E-3
3.5997530E-1 7.2790370E-3
3.6992740E-1 8.2253980E-3
3.7997100E-1 9.3945750E-3
3.8994600E-1 1.0798080E-2
3.9994380E-1 1.2511150E-2
4.0997600E-1 1.4582800E-2
4.1994000E-1 1.7028120E-2
4.2999460E-1 1.9910830E-2
4.3995860E-1 2.3292330E-2
4.4996790E-1 2.7216670E-2
4.5996570E-1 3.1751600E-2
