N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.024080000E-04 8.356400000E-05 7.011100000E-05 6.163800000E-05
1.600000000E+01 3.245430000E-04 2.859770000E-04 2.601200000E-04 2.419790000E-04
1.700000000E+01 9.516570000E-04 9.422440000E-04 9.369610000E-04 9.346320000E-04
1.549996187E+01 2.023830000E-04 1.692260000E-04 1.448560000E-04 1.300410000E-04
1.649996187E+01 5.153110000E-04 4.867980000E-04 4.704620000E-04 4.605390000E-04
1.674996808E+01 6.924560000E-04 6.757460000E-04 6.647550000E-04 6.599010000E-04
1.624993176E+01 3.978830000E-04 3.620170000E-04 3.408000000E-04 3.271480000E-04
1.574996808E+01 2.677420000E-04 2.271360000E-04 1.992550000E-04 1.817400000E-04
1.524993176E+01 1.457310000E-04 1.190190000E-04 1.031860000E-04 9.032500000E-05
