N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.860343000E-03 3.116672000E-03 2.610644000E-03 2.249941000E-03
1.600000000E+01 8.784219000E-03 7.561172000E-03 6.729553000E-03 6.127423000E-03
1.700000000E+01 1.525483300E-02 1.495777300E-02 1.485922700E-02 1.481292400E-02
1.549996187E+01 6.617037000E-03 5.451666000E-03 4.661723000E-03 4.093239000E-03
1.649996187E+01 1.074586700E-02 9.882840000E-03 9.328574000E-03 8.968718000E-03
1.674996808E+01 1.248077600E-02 1.190105800E-02 1.155998000E-02 1.136340800E-02
1.624993176E+01 9.568893000E-03 8.501300000E-03 7.787044000E-03 7.284465000E-03
1.574996808E+01 7.945950000E-03 6.671805000E-03 5.789019000E-03 5.167532000E-03
1.524993176E+01 5.175950000E-03 4.215580000E-03 3.561580000E-03 3.094031000E-03
