T d154 d184 d214 d244
d 150 180 210 240
290 2.715797000E-03 2.338308000E-03 2.091033000E-03 1.919687000E-03
295 2.720233000E-03 2.390710000E-03 2.175923000E-03 2.031315000E-03
300 2.817682000E-03 2.534181000E-03 2.353283000E-03 2.233483000E-03
305 2.957179000E-03 2.730605000E-03 2.588909000E-03 2.496996000E-03
310 3.292232000E-03 3.101648000E-03 2.988847000E-03 2.914488000E-03
315 3.762409000E-03 3.601428000E-03 3.508925000E-03 3.452861000E-03
320 4.320507000E-03 4.186412000E-03 4.111674000E-03 4.065060000E-03
325 5.076624000E-03 4.948247000E-03 4.875740000E-03 4.834303000E-03
330 5.979561000E-03 5.841624000E-03 5.758385000E-03 5.695100000E-03
335 6.938331000E-03 6.776862000E-03 6.654332000E-03 6.566306000E-03
340 8.060336000E-03 7.841151000E-03 7.658073000E-03 7.510513000E-03
