N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.821638100E-02 1.877756600E-02 1.915512400E-02 1.941792400E-02
1.016672606E+01 1.815880900E-02 1.869443600E-02 1.904204700E-02 1.927068900E-02
1.033324570E+01 1.807477000E-02 1.857337900E-02 1.887785000E-02 1.905758500E-02
1.049996187E+01 1.795241000E-02 1.839774300E-02 1.864060800E-02 1.875114500E-02
1.066670514E+01 1.777492500E-02 1.814428900E-02 1.830031900E-02 1.831464100E-02
1.083333839E+01 1.751888800E-02 1.778139900E-02 1.781737600E-02 1.770135400E-02
1.100000000E+01 1.715248500E-02 1.726772900E-02 1.714244400E-02 1.685664100E-02
1.116672606E+01 1.663421800E-02 1.655257700E-02 1.621992500E-02 1.572590400E-02
1.133324570E+01 1.591342600E-02 1.558040900E-02 1.499851000E-02 1.427260200E-02
1.149996187E+01 1.493508500E-02 1.430327700E-02 1.345288600E-02 1.250875900E-02
1.166670514E+01 1.365265300E-02 1.270491300E-02 1.161739400E-02 1.053204900E-02
1.183333839E+01 1.205266900E-02 1.083593000E-02 9.621425000E-03 8.546211000E-03
1.200000000E+01 1.019006100E-02 8.846450000E-03 7.696644000E-03 6.824711000E-03
1.216672606E+01 8.219672000E-03 6.982937000E-03 6.117242000E-03 5.598353000E-03
1.233324570E+01 6.389997000E-03 5.512299000E-03 5.070986000E-03 4.924736000E-03
1.249996187E+01 4.963256000E-03 4.586970000E-03 4.547696000E-03 4.660863000E-03
1.266670514E+01 -8.329187000E-03 -9.802429000E-03 -7.925353000E-03 -3.133569000E-03
1.283333839E+01 -3.177821500E-02 -2.941606300E-02 -2.368968800E-02 -1.581429700E-02
1.300000000E+01 -4.857086000E-02 -4.214028700E-02 -3.341281100E-02 -2.352033800E-02
