N x
1.2361988E+0 1.7178825E+21
1.2270226E+0 1.7468289E+21
1.2180848E+0 1.8076064E+21
1.2093892E+0 1.8380447E+21
1.2006164E+0 1.8302134E+21
1.1917175E+0 1.8447516E+21
1.1829550E+0 1.8803654E+21
1.1742618E+0 1.8789123E+21
1.1653544E+0 1.8558910E+21
1.1563072E+0 1.8612634E+21
1.1473130E+0 1.8901516E+21
1.1384026E+0 1.8915880E+21
1.1292796E+0 1.8647915E+21
1.1199624E+0 1.8666989E+21
1.1107071E+0 1.8921037E+21
1.1014863E+0 1.8849009E+21
1.0920026E+0 1.8785870E+21
1.0825586E+0 1.8639314E+21
1.0727562E+0 1.8762053E+21
1.0632694E+0 1.8718162E+21
1.0532414E+0 1.8714392E+21
1.0435732E+0 1.8683994E+21
1.0333214E+0 1.8634052E+21
1.0234106E+0 1.8694903E+21
1.0130217E+0 1.8643501E+21
1.0028533E+0 1.8665751E+21
9.9227417E-1 1.8586453E+21
9.8180049E-1 1.8501585E+21
9.7089336E-1 1.8124028E+21
9.5973106E-1 1.8081094E+21
9.4851656E-1 1.8476534E+21
9.3757810E-1 1.8442462E+21
9.2605345E-1 1.8304465E+21
9.1467293E-1 1.8154080E+21
9.0266130E-1 1.7791101E+21
8.9049213E-1 1.7648797E+21
8.7794939E-1 1.7180744E+21
8.6473996E-1 1.6658982E+21
8.5098672E-1 1.6097871E+21
8.3638123E-1 1.5696088E+21
8.2140239E-1 1.5663174E+21
8.0619669E-1 1.5906252E+21
7.9112522E-1 1.6430428E+21
7.7632976E-1 1.7038544E+21
7.6177479E-1 1.7464821E+21
7.4714261E-1 1.7642476E+21
7.3231330E-1 1.7615325E+21
7.1703290E-1 1.7416652E+21
7.0120894E-1 1.7198906E+21
6.8482324E-1 1.7207939E+21
6.6825472E-1 1.7320240E+21
