x N
1.2149861E+0 1.6118646E+21
1.2050317E+0 1.7235198E+21
1.1962997E+0 1.7595371E+21
1.1865772E+0 1.7307790E+21
1.1773970E+0 1.9093564E+21
1.1693129E+0 1.8684264E+21
1.1596120E+0 1.7143237E+21
1.1497795E+0 1.8485298E+21
1.1413540E+0 1.8729379E+21
1.1316047E+0 1.7939541E+21
1.1222298E+0 2.1217925E+21
1.1153155E+0 2.0576419E+21
1.1052864E+0 1.7977980E+21
1.0957792E+0 1.8308052E+21
1.0859283E+0 1.9452226E+21
1.0774086E+0 1.9828338E+21
1.0677428E+0 1.8543456E+21
1.0577949E+0 1.9364318E+21
1.0487949E+0 1.8606291E+21
1.0378786E+0 1.8477265E+21
1.0285627E+0 1.8570607E+21
1.0175333E+0 1.8436495E+21
1.0078785E+0 2.0087091E+21
9.9835512E-1 1.9642257E+21
9.8807006E-1 2.0185101E+21
9.7889715E-1 2.0807927E+21
9.6899987E-1 2.1280403E+21
9.6007633E-1 2.1267760E+21
9.4997156E-1 2.0295315E+21
9.3993733E-1 2.0081856E+21
9.2939489E-1 1.9703022E+21
