T d154 d184 d214 d244
d 150 180 210 240
290 2.721100000E-05 2.348400000E-05 2.115400000E-05 1.968400000E-05
295 2.418000000E-05 2.102900000E-05 1.886100000E-05 1.758500000E-05
300 2.150900000E-05 1.897800000E-05 1.712800000E-05 1.596000000E-05
305 1.923700000E-05 1.716400000E-05 1.575500000E-05 1.492300000E-05
310 1.725900000E-05 1.572100000E-05 1.490700000E-05 1.451100000E-05
315 1.452000000E-05 1.390500000E-05 1.387400000E-05 1.420200000E-05
320 8.952000000E-06 9.831000000E-06 1.118300000E-05 1.282700000E-05
325 -2.641000000E-06 4.940000000E-07 4.135000000E-06 7.962000000E-06
330 1.647300000E-05 1.348200000E-05 1.158200000E-05 1.033100000E-05
335 1.775400000E-05 1.445000000E-05 1.233600000E-05 1.088600000E-05
340 2.199100000E-05 1.778500000E-05 1.502300000E-05 1.311400000E-05
