X Y Yfit
-2.2000000E-3 -1.4300000E-4 -1.4449092E-4
1.8000000E-2 -1.4300000E-4 -1.4413273E-4
3.7900000E-2 -1.4300000E-4 -1.4378002E-4
5.8300000E-2 -1.4290000E-4 -1.4341845E-4
7.8400000E-2 -1.4270000E-4 -1.4306207E-4
9.8900000E-2 -1.4270000E-4 -1.4269820E-4
1.1880000E-1 -1.4270000E-4 -1.4234470E-4
1.3900000E-1 -1.4270000E-4 -1.4198494E-4
1.5970000E-1 -1.4240000E-4 -1.4161390E-4
1.7980000E-1 -1.4240000E-4 -1.4124897E-4
2.0000000E-1 -1.4220000E-4 -1.4087191E-4
2.2020000E-1 -1.4180000E-4 -1.4047286E-4
2.4010000E-1 -1.4140000E-4 -1.4003311E-4
2.6020000E-1 -1.4090000E-4 -1.3948791E-4
2.8080000E-1 -1.3980000E-4 -1.3870137E-4
3.0060000E-1 -1.3810000E-4 -1.3747581E-4
3.2090000E-1 -1.3520000E-4 -1.3518514E-4
3.4100000E-1 -1.2970000E-4 -1.3069630E-4
3.6110000E-1 -1.1880000E-4 -1.2143824E-4
3.8140000E-1 -9.6880000E-5 -1.0163624E-4
4.0180000E-1 -5.2320000E-5 -5.8827266E-5
4.2170000E-1 4.1450000E-5 3.0511696E-5
4.4210000E-1 2.2000000E-4 2.2662252E-4
4.6220000E-1 6.4450000E-4 6.3823821E-4
4.8240000E-1 1.4990000E-3 1.5026688E-3
5.0240000E-1 3.2140000E-3 3.2294844E-3
5.2250000E-1 6.5070000E-3 6.5278414E-3
5.4250000E-1 1.2190000E-2 1.2224389E-2
5.6240000E-1 2.0930000E-2 2.0980204E-2
