T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.196035082E+00 1.195661426E+00 3.736560000E-04 1.195976060E+00 1.195490693E+00 4.853670000E-04 5.902200000E-05 1.707330000E-04
295 1.184116743E+00 1.195675981E+00 -1.155923800E-02 1.184068861E+00 1.195519411E+00 -1.145055000E-02 4.788200000E-05 1.565700000E-04
300 1.157706714E+00 1.195165548E+00 -3.745883400E-02 1.157677790E+00 1.195021903E+00 -3.734411300E-02 2.892400000E-05 1.436450000E-04
305 1.104388334E+00 1.192392473E+00 -8.800413900E-02 1.104397817E+00 1.192262586E+00 -8.786476900E-02 -9.483000000E-06 1.298870000E-04
310 1.015338652E+00 1.183593520E+00 -1.682548680E-01 1.015283380E+00 1.183475733E+00 -1.681923530E-01 5.527200000E-05 1.177870000E-04
315 1.015553673E+00 1.159667114E+00 -1.441134410E-01 1.015495867E+00 1.159576736E+00 -1.440808690E-01 5.780600000E-05 9.037800000E-05
320 1.017714613E+00 1.104193077E+00 -8.647846400E-02 1.017644295E+00 1.104170433E+00 -8.652613800E-02 7.031800000E-05 2.264400000E-05
325 1.022444589E+00 1.014181181E+00 8.263408000E-03 1.022346161E+00 1.014079955E+00 8.266206000E-03 9.842800000E-05 1.012260000E-04
330 1.030661765E+00 1.015081356E+00 1.558040900E-02 1.030508933E+00 1.014973433E+00 1.553550000E-02 1.528320000E-04 1.079230000E-04
335 1.043380963E+00 1.018144788E+00 2.523617500E-02 1.043130901E+00 1.018012787E+00 2.511811400E-02 2.500620000E-04 1.320010000E-04
340 1.061454128E+00 1.024101804E+00 3.735232400E-02 1.061037925E+00 1.023920130E+00 3.711779500E-02 4.162030000E-04 1.816740000E-04
