N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 315 2.400E-4 1.144847305E+00 1.146171888E+00
1.468000E+10 1.000E+15 315 2.400E-4 1.145238829E+00 1.146197595E+00
2.154000E+10 1.000E+15 315 2.400E-4 1.145580858E+00 1.146235187E+00
3.162000E+10 1.000E+15 315 2.400E-4 1.145843520E+00 1.146289630E+00
4.642000E+10 1.000E+15 315 2.400E-4 1.146184550E+00 1.146488809E+00
6.813000E+10 1.000E+15 315 2.400E-4 1.146564583E+00 1.146768556E+00
1.000000E+11 1.000E+15 315 2.400E-4 1.146791121E+00 1.146929837E+00
1.468000E+11 1.000E+15 315 2.400E-4 1.147061991E+00 1.147156355E+00
2.154000E+11 1.000E+15 315 2.400E-4 1.147404326E+00 1.147468370E+00
3.162000E+11 1.000E+15 315 2.400E-4 1.154854508E+00 1.154896273E+00
4.642000E+11 1.000E+15 315 2.400E-4 1.159596781E+00 1.159628726E+00
6.813000E+11 1.000E+15 315 2.400E-4 1.168132371E+00 1.168156784E+00
1.000000E+12 1.000E+15 315 2.400E-4 1.171235700E+00 1.171292663E+00
1.468000E+12 1.000E+15 315 2.400E-4 1.175337558E+00 1.175353615E+00
2.154000E+12 1.000E+15 315 2.400E-4 1.181728615E+00 1.181741681E+00
3.162000E+12 1.000E+15 315 2.400E-4 1.185128909E+00 1.185134965E+00
4.642000E+12 1.000E+15 315 2.400E-4 1.188406586E+00 1.188433927E+00
6.813000E+12 1.000E+15 315 2.400E-4 1.197367949E+00 1.197371170E+00
1.000000E+13 1.000E+15 315 2.400E-4 1.199032649E+00 1.199064576E+00
