X Y Yfit
1.8000000E+1 1.1730000E-4 1.1640780E-4
3.8000000E+1 1.1790000E-4 1.1711052E-4
5.6000000E+1 1.1820000E-4 1.1773744E-4
7.5000000E+1 1.1870000E-4 1.1839341E-4
9.4000000E+1 1.1930000E-4 1.1904331E-4
1.1300000E+2 1.2000000E-4 1.1968703E-4
1.3200000E+2 1.2060000E-4 1.2032447E-4
1.5100000E+2 1.2130000E-4 1.2095552E-4
1.7000000E+2 1.2170000E-4 1.2158008E-4
1.8900000E+2 1.2190000E-4 1.2219806E-4
2.0800000E+2 1.2270000E-4 1.2280936E-4
2.2800000E+2 1.2320000E-4 1.2344553E-4
2.4600000E+2 1.2410000E-4 1.2401160E-4
2.6500000E+2 1.2450000E-4 1.2460238E-4
2.8400000E+2 1.2510000E-4 1.2518617E-4
3.0300000E+2 1.2550000E-4 1.2576290E-4
3.2300000E+2 1.2600000E-4 1.2636230E-4
3.4200000E+2 1.2660000E-4 1.2692437E-4
3.6100000E+2 1.2720000E-4 1.2747921E-4
3.8000000E+2 1.2780000E-4 1.2802677E-4
3.9900000E+2 1.2860000E-4 1.2856702E-4
4.1800000E+2 1.2880000E-4 1.2909992E-4
4.3700000E+2 1.2920000E-4 1.2962544E-4
4.5500000E+2 1.2960000E-4 1.3011647E-4
4.7500000E+2 1.3030000E-4 1.3065423E-4
4.9400000E+2 1.3080000E-4 1.3115746E-4
5.1300000E+2 1.3160000E-4 1.3165324E-4
5.3100000E+2 1.3190000E-4 1.3211603E-4
5.5100000E+2 1.3220000E-4 1.3262239E-4
5.7000000E+2 1.3270000E-4 1.3309576E-4
5.8900000E+2 1.3320000E-4 1.3356167E-4
6.0800000E+2 1.3370000E-4 1.3402013E-4
6.2700000E+2 1.3430000E-4 1.3447115E-4
6.4600000E+2 1.3490000E-4 1.3491476E-4
6.6500000E+2 1.3500000E-4 1.3535097E-4
6.8400000E+2 1.3540000E-4 1.3577982E-4
7.0300000E+2 1.3580000E-4 1.3620133E-4
7.2200000E+2 1.3630000E-4 1.3661554E-4
7.4100000E+2 1.3680000E-4 1.3702248E-4
7.6000000E+2 1.3730000E-4 1.3742220E-4
7.7900000E+2 1.3770000E-4 1.3781475E-4
7.9800000E+2 1.3800000E-4 1.3820016E-4
8.1700000E+2 1.3820000E-4 1.3857850E-4
8.3600000E+2 1.3860000E-4 1.3894981E-4
8.5500000E+2 1.3920000E-4 1.3931415E-4
8.7400000E+2 1.3970000E-4 1.3967158E-4
8.9300000E+2 1.4020000E-4 1.4002217E-4
9.1200000E+2 1.4030000E-4 1.4036598E-4
9.3100000E+2 1.4050000E-4 1.4070307E-4
9.5000000E+2 1.4090000E-4 1.4103351E-4
9.6900000E+2 1.4120000E-4 1.4135738E-4
9.8800000E+2 1.4170000E-4 1.4167474E-4
1.0070000E+3 1.4230000E-4 1.4198568E-4
1.0260000E+3 1.4240000E-4 1.4229026E-4
1.0450000E+3 1.4250000E-4 1.4258857E-4
1.0640000E+3 1.4270000E-4 1.4288069E-4
1.0830000E+3 1.4320000E-4 1.4316669E-4
1.1020000E+3 1.4340000E-4 1.4344665E-4
1.1210000E+3 1.4380000E-4 1.4372067E-4
1.1400000E+3 1.4430000E-4 1.4398882E-4
1.1590000E+3 1.4460000E-4 1.4425118E-4
1.1780000E+3 1.4460000E-4 1.4450785E-4
1.1970000E+3 1.4480000E-4 1.4475890E-4
1.2160000E+3 1.4520000E-4 1.4500443E-4
1.2350000E+3 1.4540000E-4 1.4524451E-4
1.2540000E+3 1.4570000E-4 1.4547924E-4
1.2730000E+3 1.4620000E-4 1.4570871E-4
1.2920000E+3 1.4620000E-4 1.4593299E-4
1.3110000E+3 1.4610000E-4 1.4615219E-4
1.3300000E+3 1.4630000E-4 1.4636637E-4
1.3490000E+3 1.4660000E-4 1.4657564E-4
1.3680000E+3 1.4690000E-4 1.4678008E-4
1.3870000E+3 1.4730000E-4 1.4697977E-4
1.4060000E+3 1.4750000E-4 1.4717480E-4
1.4250000E+3 1.4750000E-4 1.4736526E-4
1.4440000E+3 1.4760000E-4 1.4755123E-4
1.4630000E+3 1.4770000E-4 1.4773280E-4
1.4820000E+3 1.4810000E-4 1.4791004E-4
1.5010000E+3 1.4850000E-4 1.4808305E-4
1.5200000E+3 1.4880000E-4 1.4825191E-4
1.5390000E+3 1.4900000E-4 1.4841670E-4
1.5580000E+3 1.4880000E-4 1.4857750E-4
1.5770000E+3 1.4880000E-4 1.4873438E-4
1.5960000E+3 1.4910000E-4 1.4888744E-4
1.6150000E+3 1.4950000E-4 1.4903675E-4
1.6340000E+3 1.4950000E-4 1.4918239E-4
1.6530000E+3 1.4990000E-4 1.4932443E-4
1.6720000E+3 1.4990000E-4 1.4946295E-4
1.6910000E+3 1.4990000E-4 1.4959803E-4
1.7100000E+3 1.4990000E-4 1.4972974E-4
1.7290000E+3 1.5000000E-4 1.4985816E-4
1.7480000E+3 1.5030000E-4 1.4998335E-4
1.7670000E+3 1.5060000E-4 1.5010538E-4
1.7860000E+3 1.5080000E-4 1.5022434E-4
1.8050000E+3 1.5070000E-4 1.5034027E-4
1.8240000E+3 1.5080000E-4 1.5045327E-4
1.8430000E+3 1.5070000E-4 1.5056338E-4
1.8620000E+3 1.5080000E-4 1.5067068E-4
1.8810000E+3 1.5110000E-4 1.5077523E-4
1.9000000E+3 1.5130000E-4 1.5087709E-4
1.9190000E+3 1.5140000E-4 1.5097633E-4
1.9380000E+3 1.5150000E-4 1.5107301E-4
1.9570000E+3 1.5130000E-4 1.5116718E-4
1.9760000E+3 1.5140000E-4 1.5125891E-4
1.9950000E+3 1.5150000E-4 1.5134826E-4
2.0140000E+3 1.5170000E-4 1.5143528E-4
2.0330000E+3 1.5180000E-4 1.5152003E-4
2.0520000E+3 1.5190000E-4 1.5160255E-4
2.0710000E+3 1.5200000E-4 1.5168292E-4
2.0900000E+3 1.5180000E-4 1.5176117E-4
2.1090000E+3 1.5180000E-4 1.5183736E-4
2.1290000E+3 1.5200000E-4 1.5191540E-4
2.1470000E+3 1.5220000E-4 1.5198377E-4
2.1660000E+3 1.5220000E-4 1.5205408E-4
2.1850000E+3 1.5230000E-4 1.5212253E-4
