N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 -1.275567500E-01 -2.701621000E-02 9.817980000E-03 2.234573500E-02 3.124775500E-02 4.371572200E-02 5.801629400E-02 6.999525400E-02 7.798119200E-02
1.016672606E+01 -1.265486310E-01 -2.664650800E-02 9.890458000E-03 2.237643200E-02 3.123356300E-02 4.363591300E-02 5.781076700E-02 6.952744300E-02 7.703445400E-02
1.033324570E+01 -1.250890250E-01 -2.611265700E-02 1.006226300E-02 2.239595300E-02 3.121305000E-02 4.352174300E-02 5.752091500E-02 6.888416800E-02 7.578230900E-02
1.049996187E+01 -1.229891190E-01 -2.534751300E-02 1.031118100E-02 2.246405100E-02 3.118358500E-02 4.336023000E-02 5.711917600E-02 6.802308000E-02 7.418992600E-02
1.066670514E+01 -1.199958470E-01 -2.426271100E-02 1.066953300E-02 2.254642300E-02 3.110327400E-02 4.313552600E-02 5.657585500E-02 6.689128400E-02 7.226314700E-02
1.083333839E+01 -1.157862120E-01 -2.274853600E-02 1.111164900E-02 2.268976100E-02 3.102196700E-02 4.283002000E-02 5.586524600E-02 6.552239900E-02 7.006874300E-02
1.100000000E+01 -1.099800100E-01 -2.068150600E-02 1.179414700E-02 2.288854300E-02 3.093224800E-02 4.242794200E-02 5.497680100E-02 6.393945100E-02 6.774056000E-02
1.116672606E+01 -1.021919750E-01 -1.794656800E-02 1.269826500E-02 2.315429900E-02 3.082991700E-02 4.192168900E-02 5.392959000E-02 6.223456600E-02 6.546271700E-02
1.133324570E+01 -9.217371300E-02 -1.448021500E-02 1.384332400E-02 2.349003500E-02 3.069241700E-02 4.132103100E-02 5.278493500E-02 6.054794600E-02 6.343453800E-02
1.149996187E+01 -7.990288700E-02 -1.033269400E-02 1.519566100E-02 2.388865600E-02 3.054285300E-02 4.066208800E-02 5.164794500E-02 5.906762400E-02 6.183272800E-02
1.166670514E+01 -6.597878700E-02 -5.724334000E-03 1.669729000E-02 2.430743200E-02 3.038182800E-02 4.001017400E-02 5.065167100E-02 5.794779000E-02 6.078359000E-02
1.183333839E+01 -5.154863600E-02 -1.045239000E-03 1.819404500E-02 2.472340000E-02 3.020938200E-02 3.945062600E-02 4.992565500E-02 5.730153900E-02 6.035216200E-02
1.200000000E+01 -3.812953800E-02 3.257776000E-03 1.956459700E-02 2.507928600E-02 3.007685800E-02 3.906751300E-02 4.956090600E-02 5.717179300E-02 6.052224700E-02
1.216672606E+01 -2.700120000E-02 6.800871000E-03 2.068952900E-02 2.534955200E-02 3.000827800E-02 3.891795100E-02 4.958457600E-02 5.750337400E-02 6.118744100E-02
1.233324570E+01 -1.862330900E-02 9.460359000E-03 2.151027500E-02 2.556821500E-02 3.000639100E-02 3.901350400E-02 4.995467000E-02 5.820942800E-02 6.222327700E-02
1.249996187E+01 -1.275839000E-02 1.129823600E-02 2.202880700E-02 2.566792900E-02 3.008594200E-02 3.931786000E-02 5.057787900E-02 5.915266100E-02 6.344614200E-02
1.266670514E+01 -8.764720000E-03 1.246154400E-02 2.228386400E-02 2.569584900E-02 3.024538700E-02 3.976297500E-02 5.134255200E-02 6.019630400E-02 6.469218400E-02
1.283333839E+01 -6.071142000E-03 1.312588200E-02 2.232732500E-02 2.566392500E-02 3.042826500E-02 4.027463300E-02 5.214911700E-02 6.120370800E-02 6.582957500E-02
1.300000000E+01 -4.308950000E-03 1.340284000E-02 2.220907000E-02 2.558079800E-02 3.061559500E-02 4.079188800E-02 5.291691800E-02 6.214228200E-02 6.687147600E-02
