N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.788525200E-02 2.781558200E-02 2.723535400E-02 2.680229400E-02
1.016672606E+01 2.806509500E-02 2.799159300E-02 2.740827000E-02 2.697825600E-02
1.033324570E+01 2.823121000E-02 2.814940100E-02 2.756230600E-02 2.713597900E-02
1.049996187E+01 2.859003400E-02 2.829189400E-02 2.770393200E-02 2.728497100E-02
1.066670514E+01 2.866113900E-02 2.842258600E-02 2.783961600E-02 2.752741800E-02
1.083333839E+01 2.879947700E-02 2.854713100E-02 2.797691200E-02 2.770109900E-02
1.100000000E+01 2.884136000E-02 2.867262200E-02 2.812314100E-02 2.782438900E-02
1.116672606E+01 2.891222600E-02 2.880570200E-02 2.828300000E-02 2.801237200E-02
1.133324570E+01 2.902186400E-02 2.895004200E-02 2.845552100E-02 2.819613900E-02
1.149996187E+01 2.913932400E-02 2.910372400E-02 2.863175200E-02 2.837700000E-02
1.166670514E+01 2.926986900E-02 2.925762300E-02 2.879574500E-02 2.855114300E-02
1.183333839E+01 2.941550900E-02 2.939741300E-02 2.893138400E-02 2.867521700E-02
1.200000000E+01 2.953111600E-02 2.951071200E-02 2.903293600E-02 2.876400100E-02
1.216672606E+01 2.963231200E-02 2.959645300E-02 2.912102900E-02 2.884568300E-02
1.233324570E+01 2.970383700E-02 2.966832300E-02 2.919855700E-02 2.893403000E-02
1.249996187E+01 2.976735200E-02 2.974719600E-02 2.929478600E-02 2.904722800E-02
1.266670514E+01 2.984168800E-02 2.984791700E-02 2.941619300E-02 2.918412500E-02
1.283333839E+01 2.993811400E-02 2.997120600E-02 2.955577900E-02 2.933411600E-02
1.300000000E+01 3.005341300E-02 3.010556300E-02 2.969974300E-02 2.948407900E-02
