T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 2.908324100E-02 2.975510200E-02 3.033462600E-02 3.078924800E-02 3.110674200E-02 3.128911600E-02 3.134601000E-02 3.129153500E-02 3.114154900E-02 3.093142000E-02 3.070012000E-02 3.049643500E-02 3.037765700E-02 3.037690500E-02 3.049664200E-02 3.070541800E-02 3.095068800E-02 3.117639900E-02 3.135190000E-02
295 2.920438700E-02 2.970126200E-02 3.012570700E-02 3.045427600E-02 3.067740500E-02 3.079416900E-02 3.081090900E-02 3.073767300E-02 3.058716200E-02 3.038994400E-02 3.018026900E-02 2.999776000E-02 2.989509000E-02 2.990043800E-02 3.001932000E-02 3.021698500E-02 3.046737900E-02 3.070098300E-02 3.090194900E-02
300 2.931725500E-02 2.968400400E-02 2.999154400E-02 3.022495700E-02 3.037778300E-02 3.045259900E-02 3.044319800E-02 3.036081200E-02 3.021891000E-02 3.004014100E-02 2.984685200E-02 2.968413900E-02 2.957927000E-02 2.957580000E-02 2.966008100E-02 2.983115400E-02 3.004064600E-02 3.025754000E-02 3.045917300E-02
305 2.955538700E-02 2.984827600E-02 3.015014500E-02 3.030610200E-02 3.039989700E-02 3.044427300E-02 3.041076900E-02 3.033001900E-02 3.020145200E-02 3.004611400E-02 2.988321000E-02 2.973445900E-02 2.962063500E-02 2.960408800E-02 2.965945300E-02 2.978914900E-02 2.997561200E-02 3.017815800E-02 3.037510100E-02
310 2.880445400E-02 2.926975400E-02 2.938111000E-02 2.954920200E-02 2.956680800E-02 2.961505000E-02 2.960980200E-02 2.960373300E-02 2.958504600E-02 2.954583100E-02 2.947544300E-02 2.939846000E-02 2.934654200E-02 2.933217600E-02 2.937450300E-02 2.948140600E-02 2.962658300E-02 2.979367400E-02 2.996212700E-02
315 2.680229400E-02 2.697825600E-02 2.713597900E-02 2.728497100E-02 2.752741800E-02 2.770109900E-02 2.782438900E-02 2.801237200E-02 2.819613900E-02 2.837700000E-02 2.855114300E-02 2.867521700E-02 2.876400100E-02 2.884568300E-02 2.893403000E-02 2.904722800E-02 2.918412500E-02 2.933411600E-02 2.948407900E-02
320 2.289988800E-02 2.303081300E-02 2.318806300E-02 2.339040000E-02 2.365627500E-02 2.400404300E-02 2.444775300E-02 2.498946000E-02 2.560957100E-02 2.628919300E-02 2.690571600E-02 2.742596500E-02 2.782286900E-02 2.811298400E-02 2.833761400E-02 2.853468800E-02 2.872391900E-02 2.890868700E-02 2.908432700E-02
325 1.419099300E-02 1.418728900E-02 1.432163400E-02 1.462184800E-02 1.512012600E-02 1.585190300E-02 1.684691800E-02 1.811158600E-02 1.960516200E-02 2.122265600E-02 2.280518500E-02 2.419024900E-02 2.527996900E-02 2.607473400E-02 2.664558600E-02 2.707711000E-02 2.742910700E-02 2.773114900E-02 2.799358600E-02
330 -1.841460000E-03 -2.164804000E-03 -2.122217000E-03 -1.679603000E-03 -7.869540000E-04 6.184430000E-04 2.594298000E-03 5.157352000E-03 8.233905000E-03 1.161923000E-02 1.498936700E-02 1.799561900E-02 2.040506400E-02 2.218289400E-02 2.345159700E-02 2.437989500E-02 2.509945300E-02 2.568516500E-02 2.617190100E-02
335 -2.897818700E-02 -2.996814800E-02 -3.017960700E-02 -2.957885200E-02 -2.809443900E-02 -2.562209600E-02 -2.205626100E-02 -1.735552100E-02 -1.163712300E-02 -5.261588000E-03 1.172182000E-03 6.991316000E-03 1.171701000E-02 1.524160900E-02 1.777149100E-02 1.962068700E-02 2.104478000E-02 2.219470700E-02 2.314455300E-02
340 -7.371156700E-02 -7.605723600E-02 -7.692087100E-02 -7.628618800E-02 -7.406198800E-02 -7.008498900E-02 -6.416769800E-02 -5.620631100E-02 -4.634780200E-02 -3.515950100E-02 -2.366172600E-02 -1.307447200E-02 -4.333469000E-03 2.277372000E-03 7.071629000E-03 1.059773000E-02 1.332148600E-02 1.552463500E-02 1.735029500E-02
