T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.231507518E+00 1.205549457E+00 2.595806100E-02 1.228273067E+00 1.202546363E+00 2.572670400E-02 3.234451000E-03 3.003094000E-03
295 1.233034742E+00 1.207356137E+00 2.567860500E-02 1.230040417E+00 1.204459347E+00 2.558107000E-02 2.994325000E-03 2.896790000E-03
300 1.234250982E+00 1.209720451E+00 2.453053100E-02 1.231347122E+00 1.206668350E+00 2.467877200E-02 2.903860000E-03 3.052101000E-03
305 1.234516516E+00 1.212120563E+00 2.239595300E-02 1.231565639E+00 1.208762855E+00 2.280278400E-02 2.950877000E-03 3.357708000E-03
310 1.232523038E+00 1.214303024E+00 1.822001400E-02 1.229418040E+00 1.210676155E+00 1.874188500E-02 3.104998000E-03 3.626869000E-03
315 1.226046174E+00 1.215640292E+00 1.040588200E-02 1.222755555E+00 1.211770078E+00 1.098547700E-02 3.290619000E-03 3.870214000E-03
320 1.211563229E+00 1.216834349E+00 -5.271120000E-03 1.208185117E+00 1.212397457E+00 -4.212340000E-03 3.378112000E-03 4.436892000E-03
325 1.182914563E+00 1.216804643E+00 -3.389008000E-02 1.179815233E+00 1.211710600E+00 -3.189536700E-02 3.099330000E-03 5.094043000E-03
330 1.131704631E+00 1.214053041E+00 -8.234841000E-02 1.129662201E+00 1.208311713E+00 -7.864951200E-02 2.042430000E-03 5.741328000E-03
335 1.049460879E+00 1.207356683E+00 -1.578958040E-01 1.049670413E+00 1.201082171E+00 -1.514117580E-01 -2.095340000E-04 6.274512000E-03
340 1.008065732E+00 1.191148456E+00 -1.830827240E-01 1.007068876E+00 1.184876828E+00 -1.778079520E-01 9.968560000E-04 6.271628000E-03
