fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
L286 40663310.799 340.22 34.079 2.455128925E-01 1.555444839E-04 2.316766280E-05 1.823783745E-01 1.270321606E-04 6.066710989E-01 0.000000000E+00 
L287 40687873.401 340.08 34.093 2.466295158E-01 1.562831166E-04 2.345946687E-05 1.843738367E-01 1.272492985E-04 6.086407480E-01 0.000000000E+00 
L288 40707801.486 340.01 34.1 2.474155115E-01 1.572598200E-04 2.375139437E-05 1.854220516E-01 1.281076304E-04 6.104420087E-01 0.000000000E+00 
L289 40728022.6671 339.95 34.106 2.480899718E-01 1.579987598E-04 2.388793284E-05 1.848794260E-01 1.291978250E-04 6.094185671E-01 0.000000000E+00 
L290 40747855.255 339.91 34.11 2.486807545E-01 1.588111826E-04 2.408365403E-05 1.854102636E-01 1.298852451E-04 6.098164334E-01 0.000000000E+00 
L291 40768104.445 339.89 34.112 2.489260830E-01 1.593387529E-04 2.427063645E-05 1.869029709E-01 1.298733744E-04 6.119125298E-01 0.000000000E+00 
L292 40788134.602 339.87 34.114 2.493088275E-01 1.597840358E-04 2.433523024E-05 1.869646249E-01 1.301703527E-04 6.108919708E-01 0.000000000E+00 
L293 40808284.145 339.86 34.115 2.489487397E-01 1.607085366E-04 2.455036313E-05 1.868900641E-01 1.313623485E-04 6.136334726E-01 0.000000000E+00 
L294 40828345.804 339.87 34.114 2.501156603E-01 1.613176611E-04 2.468598885E-05 1.879839445E-01 1.313250904E-04 6.118257159E-01 0.000000000E+00 
L295 40848309.177 339.86 34.115 2.500852300E-01 1.622340367E-04 2.485397932E-05 1.887479447E-01 1.316798500E-04 6.125843750E-01 0.000000000E+00 
L296 40868367.383 339.87 34.114 2.502958903E-01 1.631166579E-04 2.505425638E-05 1.878315131E-01 1.333841686E-04 6.136623572E-01 0.000000000E+00 
L297 40888281.538 339.87 34.114 2.512683508E-01 1.639236151E-04 2.534166827E-05 1.895237307E-01 1.337094527E-04 6.152560444E-01 0.000000000E+00 
L298 40908168.837 339.88 34.113 2.516057504E-01 1.643825594E-04 2.535769756E-05 1.887697069E-01 1.343343181E-04 6.131031072E-01 0.000000000E+00 
L299 40927779.515 339.89 34.112 2.522035993E-01 1.648295571E-04 2.548158325E-05 1.894876117E-01 1.344753376E-04 6.129711532E-01 0.000000000E+00 
L300 40947611.931 339.91 34.11 2.521237145E-01 1.656914239E-04 2.562396156E-05 1.888094405E-01 1.357130498E-04 6.133841463E-01 0.000000000E+00 
L301 40967519.212 339.91 34.11 2.521115191E-01 1.666027072E-04 2.574351575E-05 1.888483314E-01 1.363208268E-04 6.129049294E-01 0.000000000E+00 
L302 40987481.374 339.93 34.108 2.531014738E-01 1.672746281E-04 2.598748662E-05 1.902362151E-01 1.366052289E-04 6.138178753E-01 0.000000000E+00 
L303 41007432.146 339.93 34.108 2.528419435E-01 1.682047978E-04 2.622785582E-05 1.894106049E-01 1.384695866E-04 6.167019030E-01 0.000000000E+00 
L304 41027573.072 339.94 34.107 2.537041306E-01 1.690702627E-04 2.634913836E-05 1.904566917E-01 1.383466446E-04 6.142874637E-01 0.000000000E+00 
L305 41047528.833 339.95 34.106 2.539936684E-01 1.693193862E-04 2.646690202E-05 1.906208152E-01 1.388420052E-04 6.154227318E-01 0.000000000E+00 
L306 41067404.569 339.95 34.106 2.537898581E-01 1.697532932E-04 2.654189810E-05 1.891767060E-01 1.402971825E-04 6.160833990E-01 0.000000000E+00 
L307 41087325.331 339.97 34.104 2.543998378E-01 1.703256023E-04 2.668410340E-05 1.905623005E-01 1.400291643E-04 6.158229237E-01 0.000000000E+00 
L308 41107406.735 339.99 34.102 2.549663632E-01 1.713724529E-04 2.687663013E-05 1.910812447E-01 1.406503315E-04 6.151073441E-01 0.000000000E+00 
L309 41127506.614 340 34.101 2.552622608E-01 1.720041486E-04 2.705410395E-05 1.917127987E-01 1.411113134E-04 6.161800330E-01 0.000000000E+00 
L310 41147477.352 339.99 34.102 2.549211037E-01 1.727316575E-04 2.711607455E-05 1.915731602E-01 1.415404441E-04 6.158133344E-01 0.000000000E+00 
L311 41167247.856 340.01 34.1 2.556522352E-01 1.734187762E-04 2.736851939E-05 1.932490460E-01 1.416141823E-04 6.173132402E-01 0.000000000E+00 
L312 41187399.056 340 34.101 2.557054300E-01 1.738487529E-04 2.747497097E-05 1.903928123E-01 1.443083971E-04 6.180529904E-01 0.000000000E+00 
L313 41207319.426 340.01 34.1 2.560277003E-01 1.741917043E-04 2.750627011E-05 1.914378701E-01 1.436871853E-04 6.167615336E-01 0.000000000E+00 
L314 41227430.467 340.03 34.098 2.568475344E-01 1.749585040E-04 2.772648867E-05 1.943054435E-01 1.426768099E-04 6.169989365E-01 0.000000000E+00 
L315 41247401.135 340.02 34.099 2.561894709E-01 1.755766190E-04 2.783349489E-05 1.919576767E-01 1.450056889E-04 6.187850079E-01 0.000000000E+00 
L316 41267383.673 340.02 34.099 2.573587554E-01 1.765016193E-04 2.805566269E-05 1.935109540E-01 1.449518545E-04 6.176364096E-01 0.000000000E+00 
L317 41287242.42 340.04 34.097 2.575290724E-01 1.772378487E-04 2.821594941E-05 1.944757587E-01 1.450958793E-04 6.181757075E-01 0.000000000E+00 
L318 41307132.975 340.03 34.098 2.572765823E-01 1.778268047E-04 2.823760202E-05 1.944902778E-01 1.452021678E-04 6.172062711E-01 0.000000000E+00 
L319 41327140.324 340.02 34.099 2.581224112E-01 1.779978230E-04 2.841069716E-05 1.950951045E-01 1.456158161E-04 6.183601401E-01 0.000000000E+00 
L320 41347255.965 340.02 34.099 2.577331294E-01 1.783174944E-04 2.845628240E-05 1.945347338E-01 1.462871878E-04 6.191757833E-01 0.000000000E+00 
L321 41367615.405 340.03 34.098 2.576056775E-01 1.787318053E-04 2.862497507E-05 1.945457488E-01 1.471339271E-04 6.217099883E-01 0.000000000E+00 
L322 41387368.73 340.03 34.098 2.581342895E-01 1.795153099E-04 2.867895065E-05 1.941077272E-01 1.477509017E-04 6.188937049E-01 0.000000000E+00 
L323 41407510.517 340.02 34.099 2.589593499E-01 1.803451857E-04 2.894006432E-05 1.949147560E-01 1.484877741E-04 6.196740968E-01 0.000000000E+00 
L324 41427564.957 340.02 34.099 2.593620833E-01 1.806866299E-04 2.910472067E-05 1.963599082E-01 1.482122457E-04 6.210562432E-01 0.000000000E+00 
L325 41447506.005 340.04 34.097 2.592500005E-01 1.811633907E-04 2.920620498E-05 1.968711289E-01 1.483448186E-04 6.218504064E-01 0.000000000E+00 
L326 41467489.212 340.02 34.099 2.592564870E-01 1.815097123E-04 2.913908934E-05 1.946984575E-01 1.496510342E-04 6.192221382E-01 0.000000000E+00 
L327 41487478.753 340.02 34.099 2.591006705E-01 1.817212272E-04 2.929569007E-05 1.953639647E-01 1.499492593E-04 6.221993237E-01 0.000000000E+00 
L328 41507857.896 340.03 34.098 2.593605549E-01 1.822982122E-04 2.950689975E-05 1.972463372E-01 1.495875970E-04 6.240756605E-01 3.694370694E-16 
L329 41527171.574 340.02 34.099 2.603612818E-01 1.829788530E-04 2.958639044E-05 1.958442639E-01 1.510619876E-04 6.210330061E-01 0.000000000E+00 
L330 41547282.236 340.02 34.099 2.600240717E-01 1.837680959E-04 2.962567877E-05 1.974312364E-01 1.500658938E-04 6.199899356E-01 0.000000000E+00 
L331 41567312.907 340.02 34.099 2.607282182E-01 1.840157164E-04 2.979604502E-05 1.972050326E-01 1.510954252E-04 6.210344159E-01 0.000000000E+00 
L332 41587196.036 340.02 34.099 2.608424492E-01 1.844806368E-04 2.988160967E-05 1.969455796E-01 1.517322505E-04 6.209761636E-01 0.000000000E+00 
L333 41607364.332 340.02 34.099 2.606455686E-01 1.846757953E-04 2.986349148E-05 1.951465145E-01 1.530355486E-04 6.204120985E-01 0.000000000E+00 
L334 41627210.772 340.02 34.099 2.609787341E-01 1.848832631E-04 3.006331531E-05 1.966401582E-01 1.528777502E-04 6.230661451E-01 0.000000000E+00 
L335 41647207.702 340.01 34.1 2.610532727E-01 1.852713650E-04 3.005725811E-05 1.969586667E-01 1.526021270E-04 6.214581924E-01 0.000000000E+00 
L336 41667100.937 340.02 34.099 2.618823598E-01 1.859874676E-04 3.024451214E-05 1.977135818E-01 1.529659380E-04 6.209500360E-01 0.000000000E+00 
