T(K) Nd(cm-3) Mu(cm2/Vs)
256 1.13300E+19 1.54608E+2
294 5.16750E+14 4.83185E+2
184 1.26230E+13 1.40459E+3
190 1.41897E+19 2.05631E+2
362 2.38612E+19 1.01901E+2
398 4.89637E+13 2.48401E+2
246 6.39021E+12 7.35434E+2
487 9.45054E+18 7.49323E+1
242 5.56460E+18 1.72730E+2
433 5.64732E+17 1.28920E+2
247 7.14651E+18 1.66050E+2
254 2.51514E+15 6.22096E+2
318 6.35402E+14 4.04182E+2
254 1.10391E+15 6.48639E+2
298 8.67438E+13 4.75894E+2
301 1.41966E+15 4.46915E+2
500 5.10543E+17 1.05795E+2
505 2.39575E+13 1.45399E+2
463 2.74124E+18 9.20207E+1
471 1.11355E+16 1.63004E+2
508 6.02799E+18 7.40261E+1
380 3.23573E+19 9.51156E+1
474 8.24178E+12 1.67630E+2
208 2.21579E+15 9.23095E+2
205 2.18494E+17 3.54672E+2
482 1.15534E+17 1.34562E+2
517 6.30520E+16 1.24051E+2
386 6.25258E+16 2.13088E+2
312 5.38741E+14 4.22720E+2
281 1.51418E+13 5.45562E+2
289 1.77747E+15 4.84116E+2
420 2.29220E+15 2.16206E+2
337 3.46738E+17 1.94575E+2
313 6.94244E+13 4.26657E+2
184 1.64960E+14 1.36224E+3
480 4.27189E+15 1.59322E+2
379 9.73123E+14 2.72948E+2
386 7.45119E+18 1.02078E+2
389 4.87337E+13 2.61952E+2
408 8.58495E+13 2.34608E+2
508 3.35344E+14 1.43118E+2
422 4.37993E+15 2.10540E+2
362 1.29589E+18 1.38941E+2
219 1.32212E+14 9.37574E+2
507 4.01526E+16 1.32489E+2
456 2.79765E+13 1.83047E+2
429 1.06697E+14 2.09359E+2
459 1.11810E+14 1.80607E+2
344 4.36126E+19 1.06486E+2
470 3.85860E+13 1.70854E+2
250 7.29314E+12 7.11098E+2
306 5.49859E+18 1.36025E+2
316 1.46344E+13 4.17191E+2
437 1.31535E+13 2.02041E+2
456 8.53342E+18 8.21344E+1
421 1.75629E+17 1.61261E+2
509 1.46723E+15 1.41958E+2
200 2.04643E+14 1.13485E+3
470 4.11725E+13 1.70818E+2
389 1.49169E+14 2.61281E+2
283 4.04748E+13 5.33553E+2
258 5.90376E+18 1.61117E+2
181 5.39390E+18 2.29794E+2
214 8.55697E+17 2.53025E+2
233 1.39065E+15 7.63846E+2
293 1.87503E+13 4.95099E+2
256 1.24422E+15 6.35866E+2
259 4.30554E+13 6.50550E+2
315 1.05284E+19 1.24878E+2
342 1.83951E+17 2.16246E+2
362 1.79042E+17 2.01579E+2
329 5.06407E+18 1.26879E+2
445 1.48682E+14 1.93340E+2
423 1.16425E+17 1.69028E+2
220 2.65818E+17 3.17459E+2
357 1.48815E+18 1.37922E+2
427 2.99090E+13 2.12163E+2
352 5.66766E+17 1.67503E+2
327 4.13571E+15 3.63603E+2
232 4.45761E+17 2.69315E+2
244 1.71413E+13 7.43646E+2
458 5.39431E+16 1.58555E+2
241 8.52182E+16 3.87306E+2
525 9.82304E+17 8.97859E+1
376 6.55508E+17 1.50782E+2
398 9.89385E+17 1.30632E+2
407 1.14093E+17 1.80487E+2
265 4.58893E+16 3.98081E+2
385 3.15812E+17 1.67310E+2
263 1.18370E+17 3.26311E+2
486 9.08138E+17 1.01729E+2
509 5.74656E+14 1.42561E+2
330 3.09348E+17 2.03623E+2
488 4.63140E+19 6.84473E+1
514 5.42577E+17 1.00574E+2
405 5.72836E+15 2.28537E+2
449 1.38738E+13 1.90072E+2
204 9.24223E+16 4.46308E+2
339 4.82961E+16 2.74737E+2
463 8.26189E+15 1.70095E+2
506 2.25083E+16 1.36411E+2
336 4.66726E+15 3.41910E+2
464 3.50622E+18 8.87015E+1
411 2.43431E+14 2.31003E+2
227 1.41761E+14 8.64096E+2
251 4.68908E+17 2.47103E+2
482 8.46903E+12 1.61703E+2
403 9.93286E+14 2.38598E+2
440 3.01218E+13 1.98642E+2
206 2.83155E+19 1.85247E+2
311 8.60756E+15 3.83357E+2
328 5.49773E+12 3.83550E+2
397 1.39524E+18 1.23259E+2
482 1.40919E+17 1.32240E+2
422 9.24689E+14 2.15753E+2
358 8.56201E+13 3.15027E+2
369 9.56875E+14 2.90872E+2
375 2.06872E+17 1.86752E+2
322 5.16863E+13 4.01087E+2
296 1.17627E+13 4.84633E+2
401 1.51026E+18 1.20260E+2
182 2.34399E+18 2.51428E+2
218 2.20308E+16 5.99948E+2
524 2.34764E+17 1.07986E+2
508 6.54241E+17 9.98443E+1
230 5.34792E+18 1.82943E+2
253 7.31010E+13 6.81615E+2
344 9.96588E+13 3.44096E+2
523 3.67501E+14 1.34154E+2
453 4.24449E+16 1.64910E+2
460 4.83750E+14 1.79070E+2
368 9.65290E+12 2.97684E+2
331 3.98275E+14 3.73473E+2
522 4.33573E+15 1.32988E+2
385 2.27732E+14 2.66276E+2
201 6.72973E+18 2.04232E+2
467 4.77754E+19 7.26186E+1
511 7.11374E+14 1.41125E+2
496 3.23603E+16 1.40091E+2
179 6.12263E+14 1.36633E+3
293 2.64561E+19 1.29091E+2
371 6.05219E+18 1.09022E+2
444 9.21691E+13 1.94701E+2
494 7.20870E+15 1.48406E+2
387 5.95319E+13 2.64074E+2
292 8.32789E+17 1.89694E+2
512 1.10790E+14 1.40729E+2
524 2.76136E+15 1.32137E+2
415 4.52142E+16 1.93652E+2
218 1.01579E+17 4.09719E+2
281 1.17062E+17 3.03919E+2
455 4.95011E+14 1.83311E+2
515 6.25436E+12 1.39421E+2
255 9.36788E+12 6.76821E+2
460 1.07630E+18 1.06829E+2
300 3.75605E+15 4.34737E+2
258 5.85635E+14 6.38639E+2
228 3.73941E+13 8.65622E+2
203 2.99733E+17 3.31536E+2
520 3.67206E+19 6.32560E+1
