name time T kT_1 I
100RV 100rv.dat 300 38.65 1.364E-007
10RV 10rv.dat 300 38.65 5.550E+002
11RV 11rv.dat 300 38.65 6.635E-008
12RV 12rv.dat 300 38.65 8.139E-008
13RV 13rv.dat 300 38.65 8.576E-008
14RV 14rv.dat 300 38.65 7.718E-008
15RV 15rv.dat 300 38.65 7.743E-008
16RV 16rv.dat 300 38.65 5.550E+002
17RV 17rv.dat 300 38.65 7.511E-008
18RV 18rv.dat 300 38.65 7.564E-008
19RV 19rv.dat 300 38.65 7.249E-008
1RV 1rv.dat 300 38.65 7.767E-008
20RV 20rv.dat 300 38.65 7.537E-008
21RV 21rv.dat 300 38.65 7.582E-008
22RV 22rv.dat 300 38.65 6.577E-008
23RV 23rv.dat 300 38.65 7.955E-008
24RV 24rv.dat 300 38.65 7.718E-008
25RV 25rv.dat 300.1 38.63 9.277E-008
26RV 26rv.dat 300 38.65 9.147E-008
27RV 27rv.dat 300 38.65 7.276E-008
28RV 28rv.dat 300 38.65 7.779E-008
29RV 29rv.dat 300 38.65 5.550E+002
2RV 2rv.dat 300 38.65 7.621E-008
30RV 30rv.dat 300 38.65 7.526E-008
31RV 31rv.dat 300 38.65 5.550E+002
32RV 32rv.dat 300 38.65 1.560E-007
33RV 33rv.dat 300 38.65 1.391E-007
34RV 34rv.dat 300 38.65 1.580E-007
35RV 35rv.dat 300 38.65 1.569E-007
36RV 36rv.dat 300 38.65 1.690E-007
37RV 37rv.dat 300 38.65 1.637E-007
38RV 38rv.dat 300 38.65 1.565E-007
39RV 39rv.dat 300 38.65 1.617E-007
3RV 3rv.dat 300 38.65 7.484E-008
40RV 40rv.dat 300 38.65 1.486E-007
41RV 41rv.dat 300 38.65 1.571E-007
42RV 42rv.dat 300 38.65 1.506E-007
43RV 43rv.dat 300 38.65 1.535E-007
44RV 44rv.dat 300 38.65 1.452E-007
45RV 45rv.dat 300 38.65 1.819E-007
46RV 46rv.dat 300 38.65 1.643E-007
47RV 47rv.dat 300.1 38.63 1.825E-007
48RV 48rv.dat 300 38.65 1.844E-007
49RV 49rv.dat 300 38.65 1.721E-007
4RV 4rv.dat 300 38.65 7.790E-008
50RV 50rv.dat 300 38.65 1.811E-007
51RV 51rv.dat 300 38.65 1.861E-007
52RV 52rv.dat 300 38.65 1.528E-007
53RV 53rv.dat 300 38.65 1.594E-007
54RV 54rv.dat 300 38.65 1.365E-007
55RV 55rv.dat 300 38.65 1.679E-007
56RV 56rv.dat 300 38.65 1.718E-007
57RV 57rv.dat 300 38.65 1.365E-007
58RV 58rv.dat 300 38.65 5.550E+002
59RV 59rv.dat 300 38.65 1.501E-007
5RV 5rv.dat 300 38.65 5.550E+002
60RV 60rv.dat 300 38.65 1.380E-007
61RV 61rv.dat 299.8 38.67 1.373E-007
62RV 62rv.dat 300 38.65 1.663E-007
63RV 63rv.dat 300 38.65 1.481E-007
64RV 64rv.dat 300 38.65 1.312E-007
65RV 65rv.dat 300 38.65 1.543E-007
66RV 66rv.dat 300 38.65 1.335E-007
67RV 67rv.dat 300 38.65 1.294E-007
68RV 68rv.dat 300 38.65 1.474E-007
69RV 69rv.dat 300 38.65 1.256E-007
6RV 6rv.dat 300 38.65 5.550E+002
70RV 70rv.dat 300 38.65 9.694E-008
71RV 71rv.dat 300 38.65 1.462E-007
72RV 72rv.dat 300 38.65 1.255E-007
73RV 73rv.dat 300 38.65 1.302E-007
74RV 74rv.dat 300 38.65 1.495E-007
75RV 75rv.dat 300 38.65 1.359E-007
76RV 76rv.dat 300 38.65 1.360E-007
77RV 77rv.dat 300 38.65 1.582E-007
78RV 78rv.dat 300 38.65 1.237E-007
79RV 79rv.dat 300 38.65 1.219E-007
7RV 7rv.dat 300 38.65 8.322E-008
80RV 80rv.dat 300 38.65 1.418E-007
81RV 81rv.dat 300 38.65 1.315E-007
82RV 82rv.dat 300 38.65 1.215E-007
83RV 83rv.dat 300 38.65 1.415E-007
84RV 84rv.dat 300 38.65 1.335E-007
85RV 85rv.dat 300 38.65 1.272E-007
86RV 86rv.dat 300 38.65 1.417E-007
87RV 87rv.dat 300 38.65 5.550E+002
88RV 88rv.dat 300 38.65 1.339E-007
89RV 89rv.dat 300 38.65 1.389E-007
8RV 8rv.dat 300 38.65 7.917E-008
90RV 90rv.dat 300 38.65 1.458E-007
91RV 91rv.dat 300 38.65 1.562E-007
92RV 92rv.dat 300 38.65 1.224E-007
93RV 93rv.dat 300 38.65 1.399E-007
94RV 94rv.dat 300 38.65 1.338E-007
95RV 95rv.dat 300 38.65 1.197E-007
96RV 96rv.dat 300 38.65 1.241E-007
97RV 97rv.dat 300 38.65 1.155E-007
98RV 98rv.dat 300 38.65 1.314E-007
99RV 99rv.dat 300 38.65 1.342E-007
9RV 9rv.dat 300 38.65 7.626E-008
