fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_340 001_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.371132481E-13 1.000000000E+20 1.223375992E+00 1.369463360E-14 2.235880408E-05 
001_340_SRH 001_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.340747857E-14 1.000000000E+20 1.319835503E+00 1.120516122E-14 2.244055514E-04 
002_340 002_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.566284451E-13 1.000000000E+20 1.248929194E+00 1.879890271E-14 3.730413506E-05 
002_340_SRH 002_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.342457600E-14 1.000000000E+20 1.319981615E+00 1.644379385E-14 2.256291139E-04 
003_340 003_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.848847518E-13 1.000000000E+20 1.269094558E+00 2.637953221E-14 5.719586915E-05 
003_340_SRH 003_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.248045756E-14 1.000000000E+20 1.320193481E+00 2.412953200E-14 2.274196183E-04 
004_340 004_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.256665425E-13 1.000000000E+20 1.284830518E+00 3.755833925E-14 8.142183869E-05 
004_340_SRH 004_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.344453295E-13 1.000000000E+20 1.320498612E+00 3.540325287E-14 2.300353644E-04 
005_340 005_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.840759075E-13 1.000000000E+20 1.295842992E+00 5.402199410E-14 1.073037881E-04 
005_340_SRH 005_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.946215737E-13 1.000000000E+20 1.320934505E+00 5.193545863E-14 2.338487218E-04 
006_340 006_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.669964579E-13 1.000000000E+20 1.304153818E+00 7.819220055E-14 1.348739088E-04 
006_340_SRH 006_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.800453875E-13 1.000000000E+20 1.321550010E+00 7.617007733E-14 2.393900904E-04 
007_340 007_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.831059098E-13 1.000000000E+20 1.310493452E+00 1.136344774E-13 1.631972730E-04 
007_340_SRH 007_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.996280686E-13 1.000000000E+20 1.322404292E+00 1.116791228E-13 2.474048525E-04 
008_340 008_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.426933591E-13 1.000000000E+20 1.315502065E+00 1.655590196E-13 1.921893394E-04 
008_340_SRH 008_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.639111170E-13 1.000000000E+20 1.323563492E+00 1.636785681E-13 2.589205508E-04 
009_340 009_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.568160389E-13 1.000000000E+20 1.319694396E+00 2.415729438E-13 2.227864467E-04 
009_340_SRH 009_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.841723967E-13 1.000000000E+20 1.325088799E+00 2.397801180E-13 2.753132916E-04 
010_340 010_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.235749721E-12 1.000000000E+20 1.323449993E+00 3.527819342E-13 2.568717466E-04 
010_340_SRH 010_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.070793287E-12 1.000000000E+20 1.327017850E+00 3.510918857E-13 2.983567673E-04 
011_340 011_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.587171938E-12 1.000000000E+20 1.327008971E+00 5.154129233E-13 2.970510700E-04 
011_340_SRH 011_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.431343604E-12 1.000000000E+20 1.329341024E+00 5.138400664E-13 3.302244683E-04 
