X Y Xfit Yfit
1.6359700E+1 1.0740100E+2 1.6574262E+1 1.0686206E+2
1.8139700E+1 1.1717600E+2 1.8175182E+1 1.1667081E+2
1.9954400E+1 1.2773000E+2 1.9954400E+1 1.2737330E+2
2.2044600E+1 1.3936000E+2 2.1934093E+1 1.3904945E+2
2.4223800E+1 1.5204100E+2 2.4139527E+1 1.5178596E+2
2.6671300E+1 1.6592700E+2 2.6599528E+1 1.6567679E+2
2.9465800E+1 1.8102300E+2 2.9347014E+1 1.8082366E+2
3.2489600E+1 1.9747000E+2 3.2419615E+1 1.9733652E+2
3.6003800E+1 2.1546000E+2 3.5860378E+1 2.1533406E+2
3.9790400E+1 2.3498900E+2 3.9718570E+1 2.3494415E+2
4.4050600E+1 2.5630600E+2 4.4050600E+1 2.5630423E+2
4.8922000E+1 2.7958500E+2 4.8921037E+1 2.7956169E+2
5.4272700E+1 3.0486100E+2 5.4403777E+1 3.0487411E+2
6.0318000E+1 3.3240200E+2 6.0583303E+1 3.3240930E+2
6.7220900E+1 3.6236300E+2 6.7556084E+1 3.6234530E+2
7.5072400E+1 3.9487000E+2 7.5432058E+1 3.9487000E+2
8.3825600E+1 4.3038300E+2 8.4336197E+1 4.3018052E+2
9.3853400E+1 4.6892100E+2 9.4410047E+1 4.6848214E+2
1.0524800E+2 5.1049500E+2 1.0581325E+2 5.0998688E+2
1.1790400E+2 5.5548300E+2 1.1872483E+2 5.5491147E+2
1.3225500E+2 6.0403600E+2 1.3334411E+2 6.0347451E+2
1.4888600E+2 6.5691600E+2 1.4989111E+2 6.5589346E+2
1.6786400E+2 7.1323400E+2 1.6860595E+2 7.1238026E+2
1.8909300E+2 7.7432500E+2 1.8974713E+2 7.7313708E+2
2.1325900E+2 8.4070500E+2 2.1358803E+2 8.3835104E+2
2.3988800E+2 9.0964500E+2 2.4041139E+2 9.0818938E+2
2.7068300E+2 9.8451100E+2 2.7050112E+2 9.8279478E+2
3.0396300E+2 1.0645200E+3 3.0413121E+2 1.0622823E+3
3.4196100E+2 1.1490000E+3 3.4155155E+2 1.1467386E+3
3.8311900E+2 1.2384200E+3 3.8297088E+2 1.2362256E+3
4.2877000E+2 1.3333800E+3 4.2853761E+2 1.3307884E+3
4.7945200E+2 1.4329800E+3 4.7832008E+2 1.4304717E+3
5.3186000E+2 1.5375800E+3 5.3228831E+2 1.5353429E+3
5.9048800E+2 1.6485900E+3 5.9030050E+2 1.6455244E+3
6.5111500E+2 1.7642800E+3 6.5209737E+2 1.7612328E+3
7.1693400E+2 1.8832900E+3 7.1730778E+2 1.8828237E+3
7.8378200E+2 2.0106900E+3 7.8546787E+2 2.0108374E+3
8.5608700E+2 2.1475700E+3 8.5605447E+2 2.1460408E+3
9.2771900E+2 2.2877700E+3 9.2853127E+2 2.2894605E+3
9.9980300E+2 2.4447000E+3 1.0024039E+3 2.4424023E+3
1.0770200E+3 2.6104700E+3 1.0772786E+3 2.6064543E+3
1.1510100E+3 2.7863800E+3 1.1529182E+3 2.7834756E+3
1.2292900E+3 2.9785000E+3 1.2292900E+3 2.9755700E+3
1.3067600E+3 3.1848800E+3 1.3066024E+3 3.1850532E+3
1.3822200E+3 3.4165800E+3 1.3853292E+3 3.4144161E+3
1.4654000E+3 3.6700500E+3 1.4662218E+3 3.6662905E+3
1.5594400E+3 3.9464100E+3 1.5503150E+3 3.9434218E+3
1.6336400E+3 4.2490800E+3 1.6389285E+3 4.2486484E+3
1.7324900E+3 4.5891800E+3 1.7336690E+3 4.5848902E+3
1.8331600E+3 4.9556900E+3 1.8364382E+3 4.9551436E+3
1.9444600E+3 5.3630000E+3 1.9494472E+3 5.3624787E+3
2.0673100E+3 5.8100400E+3 2.0752417E+3 5.8100400E+3
2.2049000E+3 6.2999200E+3 2.2167382E+3 6.3010440E+3
2.3772700E+3 6.8348600E+3 2.3772700E+3 6.8387661E+3
2.5451300E+3 7.4237700E+3 2.5606464E+3 7.4265249E+3
2.7557900E+3 8.0732200E+3 2.7712199E+3 8.0676454E+3
3.0002800E+3 8.7696100E+3 3.0139649E+3 8.7654115E+3
3.2791000E+3 9.5317300E+3 3.2945595E+3 9.5229872E+3
3.5968700E+3 1.0353600E+4 3.6194758E+3 1.0343320E+4
3.9699300E+3 1.1258400E+4 3.9960653E+3 1.1229006E+4
4.4158300E+3 1.2187800E+4 4.4326406E+3 1.2182119E+4
4.9280800E+3 1.3202900E+4 4.9385381E+3 1.3203995E+4
5.5241600E+3 1.4292400E+4 5.5241600E+3 1.4294978E+4
6.1778300E+3 1.5429900E+4 6.2009630E+3 1.5454098E+4
7.0475100E+3 1.6622800E+4 6.9813853E+3 1.6678706E+4
7.8957400E+3 1.7896900E+4 7.8787184E+3 1.7964105E+4
8.9258000E+3 1.9223100E+4 8.9067977E+3 1.9303056E+4
1.0042200E+4 2.0552000E+4 1.0079658E+4 2.0685426E+4
1.1643300E+4 2.1873100E+4 1.1410906E+4 2.2097704E+4
1.2784100E+4 2.3224000E+4 1.2913036E+4 2.3522763E+4
1.5100800E+4 2.3744800E+4 1.4596479E+4 2.4939673E+4
1.7143300E+4 2.4162900E+4 1.6468577E+4 2.6323811E+4
1.8206300E+4 2.7265600E+4 1.8532407E+4 2.7647238E+4
2.0164200E+4 2.8542400E+4 2.0785614E+4 2.8879471E+4
2.2273800E+4 2.9882400E+4 2.3219545E+4 2.9988730E+4
2.4585100E+4 3.0637200E+4 2.5818427E+4 3.0943439E+4
