fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_325 001_325.dat 325 35.67 1.000000000E+00 0.000000000E+00 1.789426035E-14 1.000000000E+20 1.182868543E+00 2.033228354E-15 1.385410617E-04 
001_325_SRH 001_325_srh.dat 325 35.67 1.000000000E+00 0.000000000E+00 5.577964413E-15 1.000000000E+20 1.209933534E+00 1.817353542E-15 4.622682419E-04 
002_325 002_325.dat 325 35.67 1.000000000E+00 0.000000000E+00 2.048667445E-14 1.000000000E+20 1.190699374E+00 2.879619859E-15 1.813997095E-04 
002_325_SRH 002_325_srh.dat 325 35.67 1.000000000E+00 0.000000000E+00 8.170061231E-15 1.000000000E+20 1.209963075E+00 2.667229980E-15 4.632510218E-04 
003_325 003_325.dat 325 35.67 1.000000000E+00 0.000000000E+00 2.427012912E-14 1.000000000E+20 1.196467837E+00 4.124276296E-15 2.276171683E-04 
003_325_SRH 003_325_srh.dat 325 35.67 1.000000000E+00 0.000000000E+00 1.195503309E-14 1.000000000E+20 1.210006433E+00 3.914357117E-15 4.646911043E-04 
004_325 004_325.dat 325 35.67 1.000000000E+00 0.000000000E+00 2.978018893E-14 1.000000000E+20 1.200641294E+00 5.952352430E-15 2.741233014E-04 
004_325_SRH 004_325_srh.dat 325 35.67 1.000000000E+00 0.000000000E+00 1.746864323E-14 1.000000000E+20 1.210069405E+00 5.744207997E-15 4.667996844E-04 
005_325 005_325.dat 325 35.67 1.000000000E+00 0.000000000E+00 3.777811159E-14 1.000000000E+20 1.203637565E+00 8.635444603E-15 3.181254466E-04 
005_325_SRH 005_325_srh.dat 325 35.67 1.000000000E+00 0.000000000E+00 2.547261610E-14 1.000000000E+20 1.210160669E+00 8.428616685E-15 4.698854172E-04 
006_325 006_325.dat 325 35.67 1.000000000E+00 0.000000000E+00 4.933015185E-14 1.000000000E+20 1.205799468E+00 1.257154164E-14 3.579041713E-04 
006_325_SRH 006_325_srh.dat 325 35.67 1.000000000E+00 0.000000000E+00 3.703397793E-14 1.000000000E+20 1.210292392E+00 1.236575260E-14 4.743915704E-04 
007_325 007_325.dat 325 35.67 1.000000000E+00 0.000000000E+00 6.589773739E-14 1.000000000E+20 1.207395218E+00 1.834325667E-14 3.931805603E-04 
