N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+16 320 2.800E-4 2.919095E-1 2.422300E+1 4.303230E-1 7.713410E+1
1.468000E+10 1.000E+16 320 2.800E-4 2.909872E-1 2.410990E+1 4.297720E-1 7.711600E+1
2.154000E+10 1.000E+16 320 2.800E-4 2.896589E-1 2.394810E+1 4.289680E-1 7.709380E+1
3.162000E+10 1.000E+16 320 2.800E-4 2.877625E-1 2.371890E+1 4.278520E-1 7.706000E+1
4.642000E+10 1.000E+16 320 2.800E-4 2.850872E-1 2.338590E+1 4.263330E-1 7.696410E+1
6.813000E+10 1.000E+16 320 2.800E-4 2.813759E-1 2.295160E+1 4.243210E-1 7.689420E+1
1.000000E+11 1.000E+16 320 2.800E-4 2.763434E-1 2.237670E+1 4.217380E-1 7.680070E+1
1.468000E+11 1.000E+16 320 2.800E-4 2.697207E-1 2.163930E+1 4.184560E-1 7.669010E+1
2.154000E+11 1.000E+16 320 2.800E-4 2.613277E-1 2.071700E+1 4.144960E-1 7.650380E+1
3.162000E+11 1.000E+16 320 2.800E-4 2.511550E-1 1.965210E+1 4.100390E-1 7.633120E+1
4.642000E+11 1.000E+16 320 2.800E-4 2.394097E-1 1.844700E+1 4.049620E-1 7.610800E+1
6.813000E+11 1.000E+16 320 2.800E-4 2.264762E-1 1.717350E+1 3.996560E-1 7.589450E+1
1.000000E+12 1.000E+16 320 2.800E-4 2.127893E-1 1.585040E+1 3.939600E-1 7.563090E+1
1.468000E+12 1.000E+16 320 2.800E-4 1.986919E-1 1.453350E+1 3.880850E-1 7.539190E+1
2.154000E+12 1.000E+16 320 2.800E-4 1.843720E-1 1.321600E+1 3.819280E-1 7.507300E+1
3.162000E+12 1.000E+16 320 2.800E-4 1.699098E-1 1.192740E+1 3.754000E-1 7.479850E+1
4.642000E+12 1.000E+16 320 2.800E-4 1.553768E-1 1.065400E+1 3.685660E-1 7.441720E+1
6.813000E+12 1.000E+16 320 2.800E-4 1.409039E-1 9.418800E+0 3.613160E-1 7.400270E+1
1.000000E+13 1.000E+16 320 2.800E-4 1.266861E-1 8.244600E+0 3.536190E-1 7.361520E+1
1.468000E+13 1.000E+16 320 2.800E-4 1.129445E-1 7.133200E+0 3.455510E-1 7.310840E+1
2.154000E+13 1.000E+16 320 2.800E-4 9.988679E-2 6.106000E+0 3.371140E-1 7.253210E+1
3.162000E+13 1.000E+16 320 2.800E-4 8.768215E-2 5.172800E+0 3.282990E-1 7.187970E+1
4.642000E+13 1.000E+16 320 2.800E-4 7.645038E-2 4.338400E+0 3.190920E-1 7.113750E+1
6.813000E+13 1.000E+16 320 2.800E-4 6.626059E-2 3.603100E+0 3.094640E-1 7.028590E+1
1.000000E+14 1.000E+16 320 2.800E-4 5.713523E-2 2.963400E+0 2.993710E-1 6.930010E+1
