Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.333782706E+00 1.205267475E+00 1.285152310E-01 1.201898281E+00 1.137147000E+00 6.475128100E-02 1.318844250E-01 6.812047500E-02
1.468000E+10 1.333977661E+00 1.207603310E+00 1.263743510E-01 1.231171953E+00 1.151907545E+00 7.926440800E-02 1.028057080E-01 5.569576500E-02
2.154000E+10 1.334259235E+00 1.210805978E+00 1.234532570E-01 1.256555769E+00 1.171224618E+00 8.533115100E-02 7.770346600E-02 3.958136000E-02
3.162000E+10 1.334662943E+00 1.215099066E+00 1.195638770E-01 1.277428488E+00 1.186493355E+00 9.093513300E-02 5.723445500E-02 2.860571100E-02
4.642000E+10 1.335235950E+00 1.220608637E+00 1.146273130E-01 1.293953022E+00 1.201547401E+00 9.240562100E-02 4.128292800E-02 1.906123600E-02
6.813000E+10 1.336037601E+00 1.227419628E+00 1.086179730E-01 1.306764543E+00 1.214195269E+00 9.256927400E-02 2.927305800E-02 1.322435900E-02
1.000000E+11 1.337137511E+00 1.235377818E+00 1.017596930E-01 1.316674755E+00 1.226334054E+00 9.034070100E-02 2.046275600E-02 9.043764000E-03
1.468000E+11 1.338608129E+00 1.244149739E+00 9.445839000E-02 1.324477410E+00 1.238034770E+00 8.644264000E-02 1.413071900E-02 6.114969000E-03
2.154000E+11 1.340510730E+00 1.253265453E+00 8.724527700E-02 1.330850310E+00 1.249162140E+00 8.168817000E-02 9.660420000E-03 4.103313000E-03
3.162000E+11 1.342876290E+00 1.262244721E+00 8.063156900E-02 1.336317553E+00 1.259499534E+00 7.681801900E-02 6.558737000E-03 2.745187000E-03
4.642000E+11 1.345688429E+00 1.270718435E+00 7.496999400E-02 1.341243938E+00 1.268878282E+00 7.236565600E-02 4.444491000E-03 1.840153000E-03
6.813000E+11 1.348879789E+00 1.278482738E+00 7.039705100E-02 1.345851449E+00 1.277241064E+00 6.861038500E-02 3.028340000E-03 1.241674000E-03
1.000000E+12 1.352348589E+00 1.285479771E+00 6.686881800E-02 1.350254679E+00 1.284632925E+00 6.562175400E-02 2.093910000E-03 8.468460000E-04
1.468000E+12 1.355989940E+00 1.291745325E+00 6.424461500E-02 1.354507281E+00 1.291159488E+00 6.334779300E-02 1.482659000E-03 5.858370000E-04
2.154000E+12 1.359726072E+00 1.297362505E+00 6.236356700E-02 1.358643847E+00 1.296949981E+00 6.169386600E-02 1.082225000E-03 4.125240000E-04
3.162000E+12 1.363521005E+00 1.302561613E+00 6.095939200E-02 1.362704817E+00 1.302190891E+00 6.051392600E-02 8.161880000E-04 3.707220000E-04
4.642000E+12 1.367377434E+00 1.307259056E+00 6.011837800E-02 1.366742635E+00 1.306965342E+00 5.977729300E-02 6.347990000E-04 2.937140000E-04
6.813000E+12 1.371322677E+00 1.311647395E+00 5.967528200E-02 1.370815932E+00 1.311451703E+00 5.936422900E-02 5.067450000E-04 1.956920000E-04
1.000000E+13 1.375393076E+00 1.315654321E+00 5.973875500E-02 1.374980319E+00 1.315510758E+00 5.946956100E-02 4.127570000E-04 1.435630000E-04
