X Y Yfit
7.7000000E+1 6.8800000E+22 6.8468696E+22
8.5000000E+1 6.9000000E+22 6.8533673E+22
9.0000000E+1 6.9300000E+22 6.8612593E+22
9.5000000E+1 6.9300000E+22 6.8736955E+22
1.0000000E+2 6.9300000E+22 6.8923494E+22
1.1000000E+2 7.0600000E+22 6.9561253E+22
1.2000000E+2 7.1200000E+22 7.0693416E+22
1.3000000E+2 7.2200000E+22 7.2484779E+22
1.4000000E+2 7.3300000E+22 7.5050086E+22
1.5000000E+2 7.6200000E+22 7.8452325E+22
1.6000000E+2 7.9700000E+22 8.2671506E+22
1.7000000E+2 8.5300000E+22 8.7650087E+22
1.8000000E+2 9.2000000E+22 9.3295185E+22
1.9000000E+2 1.0000000E+23 9.9505343E+22
2.0000000E+2 1.0860000E+23 1.0619228E+23
2.1000000E+2 1.1700000E+23 1.1327093E+23
2.2000000E+2 1.2460000E+23 1.2062823E+23
2.3000000E+2 1.3270000E+23 1.2821982E+23
2.4000000E+2 1.4000000E+23 1.3595858E+23
2.5000000E+2 1.4600000E+23 1.4383720E+23
2.6000000E+2 1.5180000E+23 1.5179512E+23
2.7000000E+2 1.5800000E+23 1.5977832E+23
2.8000000E+2 1.6370000E+23 1.6773948E+23
2.9000000E+2 1.6840000E+23 1.7572046E+23
