fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_325 001_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.489577082E-14 1.000000000E+20 1.250392042E+00 2.770232284E-15 5.610707239E-05 
001_325_SRH 001_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.407644505E-15 1.000000000E+20 1.333422684E+00 2.397316044E-15 7.598637800E-04 
002_325 002_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.635952279E-14 1.000000000E+20 1.271903639E+00 3.871880694E-15 8.917820369E-05 
002_325_SRH 002_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.976354260E-15 1.000000000E+20 1.333487979E+00 3.518521719E-15 7.633910169E-04 
003_325 003_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.847547170E-14 1.000000000E+20 1.289010775E+00 5.501784221E-15 1.347443082E-04 
003_325_SRH 003_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.250413570E-15 1.000000000E+20 1.333582484E+00 5.163937747E-15 7.685470467E-04 
004_325 004_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.152232333E-14 1.000000000E+20 1.302105725E+00 7.903686458E-15 1.936272746E-04 
004_325_SRH 004_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.052857659E-14 1.000000000E+20 1.333718333E+00 7.578473718E-15 7.760699281E-04 
005_325 005_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.587871654E-14 1.000000000E+20 1.311862856E+00 1.143559597E-14 2.654960024E-04 
005_325_SRH 005_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.521672389E-14 1.000000000E+20 1.333911810E+00 1.112127677E-14 7.870149459E-04 
006_325 006_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.204175609E-14 1.000000000E+20 1.319024515E+00 1.662293463E-14 3.486751000E-04 
006_325_SRH 006_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.184684024E-14 1.000000000E+20 1.334183894E+00 1.631885927E-14 8.028771386E-04 
007_325 007_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.063186950E-14 1.000000000E+20 1.324272360E+00 2.423629578E-14 4.406682714E-04 
007_325_SRH 007_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.108050399E-14 1.000000000E+20 1.334559328E+00 2.394282938E-14 8.257351840E-04 
008_325 008_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.236812829E-14 1.000000000E+20 1.328173437E+00 3.540524645E-14 5.393919438E-04 
008_325_SRH 008_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.367929789E-14 1.000000000E+20 1.335064615E+00 3.512364145E-14 8.584139331E-04 
009_325 009_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.799818082E-14 1.000000000E+20 1.331167179E+00 5.178500836E-14 6.445785910E-04 
009_325_SRH 009_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.042464328E-14 1.000000000E+20 1.335722143E+00 5.151719223E-14 9.046201231E-04 
010_325 010_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.081838347E-13 1.000000000E+20 1.333573145E+00 7.580103506E-14 7.586332722E-04 
010_325_SRH 010_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.198816481E-14 1.000000000E+20 1.336541773E+00 7.554924835E-14 9.689879209E-04 
011_325 011_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.333843648E-13 1.000000000E+20 1.335603753E+00 1.110085273E-13 8.865405922E-04 
011_325_SRH 011_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.087990889E-13 1.000000000E+20 1.337511113E+00 1.107748253E-13 1.056928818E-03 
012_325 012_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.638255032E-13 1.000000000E+20 1.337380536E+00 1.626215861E-13 1.034936265E-03 
012_325_SRH 012_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.410060910E-13 1.000000000E+20 1.338590018E+00 1.624072751E-13 1.174200105E-03 
013_325 013_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.995986329E-13 1.000000000E+20 1.338944959E+00 2.383498091E-13 1.212261246E-03 
013_325_SRH 013_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.785892062E-13 1.000000000E+20 1.339700451E+00 2.381509570E-13 1.327752238E-03 
014_325 014_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.410125823E-13 1.000000000E+20 1.340524300E+00 3.495007503E-13 1.421627203E-03 
014_325_SRH 014_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.217784211E-13 1.000000000E+20 1.341395263E+00 3.494304703E-13 1.518723613E-03 
015_325 015_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.904105517E-13 1.000000000E+20 1.352653368E+00 5.170344982E-13 1.685059013E-03 
015_325_SRH 015_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.726910320E-13 1.000000000E+20 1.352963903E+00 5.168750828E-13 1.764317013E-03 
016_325 016_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.473652548E-13 1.000000000E+20 1.360602876E+00 7.716845551E-13 1.990695324E-03 
016_325_SRH 016_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.309836306E-13 1.000000000E+20 1.360813713E+00 7.715642014E-13 2.056152067E-03 
017_325 017_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.131329317E-13 1.000000000E+20 1.361695815E+00 1.132149390E-12 2.290232156E-03 
017_325_SRH 017_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.978590627E-13 1.000000000E+20 1.361825733E+00 1.132032961E-12 2.346679886E-03 
018_325 018_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.899492889E-13 1.000000000E+20 1.362463017E+00 1.660811661E-12 2.623734218E-03 
018_325_SRH 018_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.755762028E-13 1.000000000E+20 1.362539462E+00 1.660676719E-12 2.673717761E-03 
019_325 019_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.859752002E-13 1.000000000E+20 1.374683158E+00 2.464407324E-12 3.031172189E-03 
019_325_SRH 019_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.723309163E-13 1.000000000E+20 1.374728448E+00 2.464235660E-12 3.072277678E-03 
