T d154 d184 d214 d244
d 150 180 210 240
290 4.271406700E-02 4.294110700E-02 4.295584600E-02 4.290722600E-02
295 4.144893800E-02 4.167905300E-02 4.170267000E-02 4.167103100E-02
300 4.026095500E-02 4.043347800E-02 4.047087200E-02 4.055478100E-02
305 3.960789200E-02 3.964509000E-02 3.976297500E-02 3.986373400E-02
310 3.868792800E-02 3.880910600E-02 3.892050300E-02 3.897164400E-02
315 3.792426700E-02 3.812387700E-02 3.818806800E-02 3.776750700E-02
320 3.755477300E-02 3.785014400E-02 3.779461100E-02 3.743750800E-02
325 3.689574500E-02 3.721544400E-02 3.721590100E-02 3.685299800E-02
330 3.607734700E-02 3.642725500E-02 3.644995500E-02 3.607571200E-02
335 3.509332900E-02 3.548917000E-02 3.554948300E-02 3.519242400E-02
340 3.279350900E-02 3.327531900E-02 3.339916200E-02 3.178935400E-02
