T d154 d184 d214 d244
d 150 180 210 240
290 4.741220900E-02 4.667701200E-02 4.581393500E-02 4.508122900E-02
295 4.523115800E-02 4.481204400E-02 4.426059200E-02 4.380619400E-02
300 4.364317600E-02 4.349804600E-02 4.327335300E-02 4.315533000E-02
305 4.312973400E-02 4.319752100E-02 4.336023000E-02 4.351634600E-02
310 4.245895200E-02 4.289527100E-02 4.330166900E-02 4.366642600E-02
315 4.198736000E-02 4.266789300E-02 4.322096700E-02 4.327240000E-02
320 4.195244000E-02 4.288512700E-02 4.344842700E-02 4.365238800E-02
325 4.058701200E-02 4.150448400E-02 4.201749100E-02 4.212382200E-02
330 3.759241000E-02 3.816779800E-02 3.835436100E-02 3.811561600E-02
335 3.231499700E-02 3.216295600E-02 3.168771200E-02 3.083734200E-02
340 2.061417200E-02 1.893254000E-02 1.711999000E-02 1.387509500E-02
