fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 29212 329.2 35.219 2.611102070E-01 5.939448980E-05 1.021690094E-05 2.001866001E-01 5.115560892E-05 6.587933058E-01 0.000000000E+00 
00L2 29368 329.37 35.201 2.607444836E-01 5.937214660E-05 1.020263643E-05 1.996260969E-01 5.122466492E-05 6.590441825E-01 0.000000000E+00 
00L3 29484 329.61 35.176 2.595479900E-01 5.945153846E-05 1.016933019E-05 1.987778234E-01 5.126571418E-05 6.590397065E-01 0.000000000E+00 
00L4 29610 329.85 35.15 2.557231194E-01 5.914100000E-05 1.009207076E-05 1.984618015E-01 5.095098319E-05 6.673007758E-01 0.000000000E+00 
00L5 29732 329.7 35.166 2.603900448E-01 5.906000000E-05 9.995525755E-06 1.872415289E-01 5.346442367E-05 6.499617863E-01 0.000000000E+00 
00L6 29842 329.75 35.161 2.592927067E-01 5.897546961E-05 1.008035127E-05 1.986468525E-01 5.084755819E-05 6.591950800E-01 0.000000000E+00 
00L7 29966 329.9 35.145 2.600719063E-01 5.905440000E-05 1.010451744E-05 1.984214502E-01 5.101465742E-05 6.579151321E-01 0.000000000E+00 
00L8 30082 330.03 35.131 2.588046066E-01 5.904372549E-05 1.006922818E-05 1.980643209E-01 5.093075946E-05 6.589469132E-01 0.000000000E+00 
00L9 30206 329.95 35.139 2.593341698E-01 5.908691542E-05 1.009958983E-05 1.987043650E-01 5.092575697E-05 6.591020683E-01 0.000000000E+00 
0L10 30326 329.81 35.154 2.605001404E-01 5.912705000E-05 1.012321236E-05 1.988903419E-01 5.099898092E-05 6.572402834E-01 0.000000000E+00 
0L11 30448 330.11 35.122 2.592863895E-01 5.903720000E-05 1.010857723E-05 1.983975718E-01 5.103535119E-05 6.603657822E-01 0.000000000E+00 
0L12 30562 330.05 35.129 2.589112995E-01 5.897079208E-05 1.005142558E-05 1.979889458E-01 5.085878843E-05 6.583240116E-01 0.000000000E+00 
0L13 30688 329.86 35.149 2.583859859E-01 5.904875622E-05 1.011875250E-05 1.988853521E-01 5.098169836E-05 6.632041943E-01 0.000000000E+00 
0L14 30800 329.88 35.147 2.597042831E-01 5.905700000E-05 1.011986398E-05 1.986581743E-01 5.103945239E-05 6.598180339E-01 0.000000000E+00 
0L15 30930 330.04 35.13 2.589428043E-01 5.913415842E-05 1.010695051E-05 1.985349775E-01 5.100333067E-05 6.600515746E-01 0.000000000E+00 
0L16 31042 330 35.134 2.592225964E-01 5.915424242E-05 1.011722690E-05 1.984441063E-01 5.107623428E-05 6.597854548E-01 0.000000000E+00 
0L17 31168 330.04 35.13 2.596640835E-01 5.897100000E-05 1.006371780E-05 1.983516346E-01 5.083277710E-05 6.572159205E-01 0.000000000E+00 
0L18 31284 330.08 35.125 2.599663307E-01 5.892577778E-05 1.006075854E-05 1.980153221E-01 5.089740793E-05 6.567624250E-01 0.000000000E+00 
0L19 31404 330.03 35.131 2.590801662E-01 5.902410000E-05 1.010153222E-05 1.986898291E-01 5.093732402E-05 6.605774023E-01 0.000000000E+00 
0L20 31528 330.01 35.133 2.592484543E-01 5.917407035E-05 1.013256673E-05 1.985279497E-01 5.113105827E-05 6.604985264E-01 0.000000000E+00 
0L21 31650 330.04 35.13 2.601832687E-01 5.921811881E-05 1.013135599E-05 1.983414770E-01 5.116712044E-05 6.575572996E-01 0.000000000E+00 
0L22 31998 329.24 35.215 2.446555981E-01 4.463440000E-05 7.055914884E-06 1.855891810E-01 3.812982871E-05 6.461427484E-01 0.000000000E+00 
0L23 32148 330.12 35.121 2.427111771E-01 4.556000000E-05 7.138044831E-06 1.844484499E-01 3.882056426E-05 6.455141689E-01 0.000000000E+00 
0L24 32272 330.32 35.1 2.434289509E-01 4.645714286E-05 7.296194970E-06 1.848072321E-01 3.960088643E-05 6.451663481E-01 0.000000000E+00 
0L25 32390 330.02 35.132 2.453365627E-01 4.700471503E-05 7.455169049E-06 1.860134763E-01 4.018950833E-05 6.464780672E-01 0.000000000E+00 
0L26 32510 330.01 35.133 2.550530281E-01 4.761725490E-05 7.607155689E-06 1.874168350E-01 4.069615361E-05 6.263649760E-01 0.000000000E+00 
0L27 32630 330.03 35.131 2.473024670E-01 4.810000000E-05 7.732476560E-06 1.882002581E-01 4.118663051E-05 6.500474921E-01 0.000000000E+00 
0L28 32752 330.03 35.131 2.491852432E-01 4.890000000E-05 7.926529638E-06 1.895520910E-01 4.190740772E-05 6.505069021E-01 0.000000000E+00 
0L29 32868 330.05 35.129 2.503252136E-01 4.956805556E-05 8.068781462E-06 1.899342142E-01 4.256736240E-05 6.502816137E-01 0.000000000E+00 
0L30 32990 330.1 35.123 2.507142559E-01 5.019474747E-05 8.207904141E-06 1.907205757E-01 4.311516716E-05 6.522212928E-01 0.000000000E+00 
0L31 33112 329.83 35.152 2.517107903E-01 5.089716418E-05 8.408352131E-06 1.920516066E-01 4.383848296E-05 6.563197487E-01 0.000000000E+00 
0L32 33232 330.16 35.117 2.511645111E-01 5.123719392E-05 8.430390743E-06 1.917166611E-01 4.403722879E-05 6.550947104E-01 0.000000000E+00 
0L33 33348 330.35 35.097 2.518212330E-01 5.164454545E-05 8.487264801E-06 1.916264914E-01 4.435504868E-05 6.526058266E-01 0.000000000E+00 
0L34 33470 329.83 35.152 2.528064022E-01 5.189117647E-05 8.651253899E-06 1.935817650E-01 4.472281329E-05 6.594736885E-01 0.000000000E+00 
0L35 33594 329.8 35.155 2.537872211E-01 5.239400000E-05 8.769615592E-06 1.938000845E-01 4.527640290E-05 6.595219447E-01 0.000000000E+00 
0L36 33710 330.03 35.131 2.540489326E-01 5.285000000E-05 8.836104932E-06 1.936476368E-01 4.566473497E-05 6.581100127E-01 0.000000000E+00 
0L37 33830 330.14 35.119 2.539565605E-01 5.334700000E-05 8.928138794E-06 1.937418633E-01 4.611783705E-05 6.590092263E-01 0.000000000E+00 
0L38 33952 330.03 35.131 2.553316925E-01 5.379370000E-05 9.050411862E-06 1.945732929E-01 4.653393398E-05 6.589192609E-01 0.000000000E+00 
0L39 34068 330.02 35.132 2.567136105E-01 5.453732673E-05 9.261108678E-06 1.962406042E-01 4.720079029E-05 6.614853644E-01 0.000000000E+00 
0L40 34192 329.98 35.136 2.572467361E-01 5.507363184E-05 9.347991399E-06 1.958792427E-01 4.772361218E-05 6.598188428E-01 0.000000000E+00 
0L41 34308 329.87 35.148 2.579103100E-01 5.544379310E-05 9.443854540E-06 1.973693579E-01 4.788354738E-05 6.604313058E-01 0.000000000E+00 
0L42 34432 330.05 35.129 2.583437721E-01 5.574691542E-05 9.503068073E-06 1.969172649E-01 4.828006881E-05 6.598496667E-01 0.000000000E+00 
0L43 34550 330.27 35.105 2.585203548E-01 5.614446602E-05 9.593858456E-06 1.976876564E-01 4.855048348E-05 6.609850057E-01 0.000000000E+00 
0L44 34670 330.05 35.129 2.592235004E-01 5.644443299E-05 9.686647112E-06 1.981098526E-01 4.893108063E-05 6.620304923E-01 0.000000000E+00 
0L45 34794 329.9 35.145 2.595072186E-01 5.676696970E-05 9.701686190E-06 1.979831158E-01 4.906525303E-05 6.585701898E-01 0.000000000E+00 
0L46 34914 555 20.89 2.606200577E-01 5.748366337E-05 9.891601859E-06 1.995168524E-01 4.967486072E-05 6.602590361E-01 0.000000000E+00 
0L47 35870 330.15 35.118 2.609150692E-01 5.781000000E-05 9.942060465E-06 1.992608988E-01 4.997516490E-05 6.591348405E-01 0.000000000E+00 
0L48 35990 330.24 35.108 2.603567478E-01 5.794805970E-05 9.921795581E-06 1.985428024E-01 5.004880483E-05 6.576313951E-01 0.000000000E+00 
0L49 36112 330.1 35.123 2.626658436E-01 5.788525000E-05 9.954913204E-06 1.995023790E-01 4.998565038E-05 6.547356108E-01 0.000000000E+00 
0L50 36230 330.01 35.133 2.611870338E-01 5.846406250E-05 1.010523428E-05 1.998855391E-01 5.065432639E-05 6.617680310E-01 0.000000000E+00 
0L51 36352 330.02 35.132 2.610231022E-01 5.786000000E-05 9.943758758E-06 1.994869329E-01 4.993840676E-05 6.584051259E-01 0.000000000E+00 
0L52 37060 330.14 35.119 2.639108734E-01 5.859736585E-05 1.012818197E-05 2.001595026E-01 5.068881997E-05 6.549318608E-01 0.000000000E+00 
0L53 37210 330.02 35.132 2.638216640E-01 5.844756219E-05 1.010154660E-05 2.009000921E-01 5.037927116E-05 6.551051513E-01 0.000000000E+00 
0L54 37330 329.93 35.141 2.640013470E-01 5.827440000E-05 1.007791298E-05 2.010605545E-01 5.023541794E-05 6.550684013E-01 0.000000000E+00 
0L55 37448 329.88 35.147 2.619668419E-01 5.795709360E-05 1.001649037E-05 2.009665451E-01 4.995478432E-05 6.597245637E-01 0.000000000E+00 
0L56 37610 329.7 35.166 2.628605782E-01 5.812714286E-05 1.011277997E-05 2.019467087E-01 5.019442993E-05 6.618599814E-01 0.000000000E+00 
0L57 37780 329.82 35.153 2.604878166E-01 5.807714286E-05 1.001732767E-05 2.004941481E-01 5.006645830E-05 6.621543269E-01 0.000000000E+00 
0L58 37900 330.44 35.087 2.716484249E-01 5.804425743E-05 9.833808365E-06 2.059735411E-01 4.790433883E-05 6.236706262E-01 0.000000000E+00 
