fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDL0 8:58 298.8 38.8 1.000E+000 1.624E+000 1.065E-006 2.315E+003 3.033E+000 6.473E-009 1.723E-004 1.535E-001 1.721E-004 8.488E-006 3.213E-001 8.730E-002 9.712E-005 2.031E-003 
UDL1 9:1 298.9 38.79 1.000E+000 1.647E+000 9.861E-007 2.313E+003 3.042E+000 6.401E-009 1.740E-004 1.536E-001 1.738E-004 8.586E-006 3.216E-001 8.740E-002 9.813E-005 1.828E-003 
UDL2 9:3 299 38.78 1.000E+000 1.601E+000 1.034E-006 2.311E+003 3.037E+000 6.486E-009 1.733E-004 1.533E-001 1.732E-004 8.534E-006 3.214E-001 8.720E-002 9.775E-005 3.953E-003 
UDL3 9:6 299 38.78 1.000E+000 1.629E+000 1.003E-006 2.311E+003 3.045E+000 6.398E-009 1.740E-004 1.533E-001 1.738E-004 8.560E-006 3.213E-001 8.720E-002 9.806E-005 1.474E-003 
UDL4 9:8 299 38.78 1.000E+000 1.610E+000 1.021E-006 2.311E+003 3.035E+000 6.470E-009 1.737E-004 1.533E-001 1.735E-004 8.550E-006 3.215E-001 8.720E-002 9.794E-005 3.237E-003 
UDL5 9:11 299 38.78 1.000E+000 1.588E+000 1.043E-006 2.311E+003 3.041E+000 6.435E-009 1.727E-004 1.528E-001 1.725E-004 8.464E-006 3.210E-001 8.680E-002 9.740E-005 2.639E-003 
UDL6 9:13 299 38.78 1.000E+000 1.609E+000 1.016E-006 2.311E+003 3.039E+000 6.469E-009 1.739E-004 1.536E-001 1.737E-004 8.574E-006 3.215E-001 8.730E-002 9.810E-005 3.376E-003 
UDL7 9:15 299 38.78 1.000E+000 1.592E+000 1.045E-006 2.311E+003 3.042E+000 6.430E-009 1.738E-004 1.534E-001 1.737E-004 8.560E-006 3.214E-001 8.720E-002 9.805E-005 5.710E-003 
UDL8 9:18 299 38.78 1.000E+000 1.607E+000 1.039E-006 2.311E+003 3.037E+000 6.464E-009 1.739E-004 1.534E-001 1.737E-004 8.569E-006 3.215E-001 8.730E-002 9.804E-005 3.839E-003 
UDL9 9:20 299 38.78 1.000E+000 1.588E+000 1.046E-006 2.311E+003 3.040E+000 6.421E-009 1.723E-004 1.524E-001 1.721E-004 8.419E-006 3.209E-001 8.660E-002 9.711E-005 2.739E-003 
