fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0US2 10:10 300.6 38.57 1.000E+000 2.761E+000 7.527E-007 2.272E+003 2.981E+000 7.543E-009 1.482E-005 2.063E-002 1.480E-005 7.812E-008 2.559E-001 1.040E-002 7.440E-006 2.159E-002 
0US3 10:32 303.1 38.25 1.000E+000 2.300E+000 8.007E-007 2.215E+003 2.929E+000 8.838E-009 1.502E-005 2.017E-002 1.500E-005 7.742E-008 2.560E-001 1.020E-002 7.515E-006 1.951E-003 
0US4 10:53 306.2 37.86 1.000E+000 2.614E+000 8.555E-007 2.149E+003 2.863E+000 1.063E-008 1.509E-005 1.932E-002 1.506E-005 7.443E-008 2.559E-001 9.800E-003 7.517E-006 1.105E-003 
0US5 11:17 309.4 37.47 1.000E+000 2.356E+000 9.046E-007 2.083E+003 2.814E+000 1.274E-008 1.572E-005 1.914E-002 1.569E-005 7.690E-008 2.561E-001 9.700E-003 7.846E-006 8.015E-004 
0US6 11:31 312.1 37.15 1.000E+000 2.260E+000 8.126E-007 2.028E+003 2.783E+000 1.422E-008 1.457E-005 1.684E-002 1.454E-005 6.258E-008 2.555E-001 8.500E-003 7.276E-006 9.869E-004 
0US7 11:54 315 36.81 1.000E+000 2.305E+000 8.785E-007 1.970E+003 2.741E+000 1.641E-008 1.616E-005 1.768E-002 1.613E-005 7.302E-008 2.560E-001 8.900E-003 8.113E-006 1.132E-003 
0US8 12:15 318.3 36.43 1.000E+000 2.609E+000 8.558E-007 1.901E+003 2.688E+000 1.946E-008 1.594E-005 1.652E-002 1.590E-005 6.719E-008 2.558E-001 8.400E-003 7.902E-006 1.017E-003 
0US9 12:38 321.5 36.06 1.000E+000 2.081E+000 9.296E-007 1.832E+003 2.647E+000 2.216E-008 1.473E-005 1.432E-002 1.470E-005 5.374E-008 2.552E-001 7.200E-003 7.362E-006 8.837E-004 
US10 12:54 324.4 35.74 1.000E+000 2.329E+000 9.603E-007 1.765E+003 2.608E+000 2.506E-008 1.468E-005 1.344E-002 1.465E-005 5.021E-008 2.551E-001 6.800E-003 7.274E-006 9.172E-004 
US12 13:57 330.1 35.12 1.000E+000 2.648E+000 9.770E-007 1.616E+003 2.540E+000 3.116E-008 1.431E-005 1.148E-002 1.426E-005 4.168E-008 2.546E-001 5.800E-003 7.062E-006 4.254E-004 
US13 14:21 332.6 34.86 1.000E+000 2.692E+000 1.178E-006 1.542E+003 2.486E+000 3.501E-008 1.552E-005 1.174E-002 1.547E-005 4.626E-008 2.548E-001 5.900E-003 7.708E-006 3.488E-003 
