-0.0906 -5.5301E-0005
-0.0395 -2.4193E-0005
0.0098  6.5589E-0006
0.0093  6.1335E-0006
0.0192  1.2444E-0005
0.0293  1.8972E-0005
0.0396  2.5965E-0005
0.0496  3.3077E-0005
0.0596  4.0248E-0005
0.0697  4.8260E-0005
0.0799  5.6767E-0005
0.0900  6.4322E-0005
0.0995  7.3970E-0005
0.1099  8.4824E-0005
0.1198  9.6080E-0005
0.1298  1.0824E-0004
0.1396  1.2121E-0004
0.1497  1.3688E-0004
0.1596  1.5136E-0004
0.1696  1.6854E-0004
0.1796  1.8734E-0004
0.1898  2.0864E-0004
0.1999  2.3106E-0004
0.2099  2.5558E-0004
0.2196  2.8191E-0004
0.2297  3.1085E-0004
0.2401  3.4322E-0004
0.2498  3.7970E-0004
0.2597  4.1779E-0004
0.2699  4.6302E-0004
0.2798  5.1025E-0004
0.2898  5.6452E-0004
0.3000  6.2683E-0004
0.3100  6.9518E-0004
0.3201  7.7256E-0004
0.3303  8.6000E-0004
0.3403  9.5950E-0004
0.3511  1.0861E-0003
0.3604  1.2047E-0003
0.3704  1.3555E-0003
0.3805  1.5314E-0003
0.3904  1.7354E-0003
0.4013  1.9866E-0003
0.4105  2.2761E-0003
0.4203  2.6067E-0003
0.4303  3.0188E-0003
0.4407  3.5444E-0003
0.4503  4.1134E-0003
0.4594  4.7403E-0003
0.4685  5.5662E-0003
0.4781  6.5413E-0003
0.4871  7.6458E-0003
0.4980  9.2378E-0003
0.5073  1.0740E-0002
0.5178  1.2900E-0002
0.5284  1.5307E-0002
0.5389  1.7994E-0002
