fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0DL0 7:20 297.4 38.99 1.000E+000 1.525E+000 4.745E-011 6.837E+002 3.094E+000 6.681E-006 1.824E-004 1.108E-001 1.820E-004 5.233E-006 2.594E-001 5.660E-002 9.228E-005 3.376E-002 
0DL1 7:23 297.4 38.99 1.000E+000 1.485E+000 4.647E-011 6.837E+002 3.078E+000 6.526E-006 1.802E-004 1.097E-001 1.798E-004 5.113E-006 2.592E-001 5.610E-002 9.097E-005 8.779E-003 
0DL2 7:26 297.5 38.97 1.000E+000 1.556E+000 4.959E-011 6.842E+002 3.129E+000 6.945E-006 1.830E-004 1.110E-001 1.825E-004 5.257E-006 2.595E-001 5.670E-002 9.255E-005 3.460E-002 
0DL3 7:29 297.5 38.97 1.000E+000 1.504E+000 4.760E-011 6.842E+002 3.088E+000 6.638E-006 1.819E-004 1.107E-001 1.815E-004 5.210E-006 2.594E-001 5.660E-002 9.189E-005 1.269E-002 
0DL4 7:31 297.5 38.97 1.000E+000 1.533E+000 4.866E-011 6.842E+002 3.122E+000 7.004E-006 1.812E-004 1.098E-001 1.807E-004 5.152E-006 2.595E-001 5.610E-002 9.166E-005 9.599E-003 
0DL5 7:33 297.5 38.97 1.000E+000 1.519E+000 4.841E-011 6.842E+002 3.099E+000 6.741E-006 1.823E-004 1.108E-001 1.819E-004 5.228E-006 2.595E-001 5.660E-002 9.220E-005 1.504E-002 
0DL6 7:36 297.6 38.96 1.000E+000 1.523E+000 5.003E-011 6.846E+002 3.117E+000 6.858E-006 1.824E-004 1.108E-001 1.819E-004 5.230E-006 2.595E-001 5.660E-002 9.224E-005 1.839E-002 
0DL7 7:38 297.6 38.96 1.000E+000 1.636E+000 5.172E-011 6.846E+002 3.114E+000 6.856E-006 1.822E-004 1.107E-001 1.817E-004 5.218E-006 2.595E-001 5.660E-002 9.202E-005 1.516E-002 
0DL8 7:42 297.6 38.96 1.000E+000 1.451E+000 4.625E-011 6.846E+002 3.042E+000 6.215E-006 1.821E-004 1.113E-001 1.817E-004 5.243E-006 2.593E-001 5.690E-002 9.199E-005 1.006E-002 
0DL9 7:45 297.6 38.96 1.000E+000 1.545E+000 4.929E-011 6.846E+002 3.088E+000 6.674E-006 1.824E-004 1.109E-001 1.820E-004 5.238E-006 2.595E-001 5.670E-002 9.221E-005 1.118E-002 
