N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 4.042164400E-02 3.961173200E-02 3.939462900E-02 3.949112100E-02
1.016672606E+01 3.200498200E-02 3.090134200E-02 3.036812500E-02 3.014693700E-02
1.033324570E+01 2.536556600E-02 2.411397300E-02 2.339931100E-02 2.298350600E-02
1.049996187E+01 2.001649700E-02 1.874510300E-02 1.796515100E-02 1.746055500E-02
1.066670514E+01 1.563624500E-02 1.444620600E-02 1.369075900E-02 1.317863500E-02
1.083333839E+01 1.203928100E-02 1.099868000E-02 1.032754100E-02 9.862069000E-03
1.100000000E+01 9.122090000E-03 8.264561000E-03 7.708308000E-03 7.318216000E-03
1.116672606E+01 6.810973000E-03 6.140296000E-03 5.705522000E-03 5.399311000E-03
1.133324570E+01 5.030617000E-03 4.529816000E-03 4.207045000E-03 3.979914000E-03
1.149996187E+01 3.696039000E-03 3.337498000E-03 3.109076000E-03 2.949280000E-03
1.166670514E+01 2.718566000E-03 2.472071000E-03 2.318009000E-03 2.211450000E-03
1.183333839E+01 2.015020000E-03 1.852529000E-03 1.753904000E-03 1.686755000E-03
1.200000000E+01 1.513922000E-03 1.411667000E-03 1.352143000E-03 1.312311000E-03
1.216672606E+01 1.157845000E-03 1.096769000E-03 1.063177000E-03 1.040944000E-03
1.233324570E+01 9.029100000E-04 8.684690000E-04 8.509190000E-04 8.392030000E-04
1.249996187E+01 7.170610000E-04 6.987970000E-04 6.904580000E-04 6.845910000E-04
1.266670514E+01 5.779060000E-04 5.688350000E-04 5.653970000E-04 5.625880000E-04
1.283333839E+01 4.704960000E-04 4.663280000E-04 4.653030000E-04 4.639910000E-04
1.300000000E+01 3.852350000E-04 3.835200000E-04 3.835500000E-04 3.829170000E-04
