T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.520560000E-04 3.095460000E-04 5.928450000E-04 1.134653000E-03 2.188414000E-03 4.218000000E-03 8.002124000E-03 1.459191100E-02 2.501416600E-02
295 1.249070000E-04 2.890930000E-04 5.520450000E-04 1.035411000E-03 1.963506000E-03 3.751274000E-03 7.113163000E-03 1.302518200E-02 2.249452400E-02
300 6.987700000E-05 2.700690000E-04 5.359290000E-04 9.865990000E-04 1.825742000E-03 3.424549000E-03 6.427224000E-03 1.174028200E-02 2.037280800E-02
305 -4.866300000E-05 2.310870000E-04 5.338770000E-04 9.844060000E-04 1.776404000E-03 3.250749000E-03 5.984006000E-03 1.082115200E-02 1.869719900E-02
310 1.310410000E-04 1.310710000E-04 5.245880000E-04 1.019167000E-03 1.814235000E-03 3.232924000E-03 5.810883000E-03 1.032754100E-02 1.767659600E-02
315 1.438790000E-04 -8.744700000E-05 4.658980000E-04 1.066500000E-03 1.927440000E-03 3.369724000E-03 5.916434000E-03 1.030526200E-02 1.741097600E-02
320 1.842090000E-04 1.821060000E-04 2.814760000E-04 1.085496000E-03 2.090185000E-03 3.649769000E-03 6.297126000E-03 1.077346500E-02 1.792854500E-02
325 2.686780000E-04 1.999570000E-04 -1.180610000E-04 9.911240000E-04 2.258965000E-03 4.045844000E-03 6.947641000E-03 1.174645500E-02 1.931874100E-02
330 4.261690000E-04 2.511660000E-04 2.531640000E-04 6.508880000E-04 2.335578000E-03 4.513992000E-03 7.837233000E-03 1.321712400E-02 2.155071800E-02
335 7.041910000E-04 3.529480000E-04 2.752330000E-04 -7.879600000E-05 2.176903000E-03 4.949588000E-03 8.912383000E-03 1.512977700E-02 2.464407400E-02
340 1.168911000E-03 5.357250000E-04 3.355780000E-04 3.548530000E-04 1.548293000E-03 5.188659000E-03 1.006029600E-02 1.742977200E-02 2.852634600E-02
