N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 6.892000000E-06 5.886000000E-06 5.038000000E-06 4.259000000E-06 3.352000000E-06 1.950000000E-06 -3.350000000E-07 5.956000000E-06 6.543000000E-06 7.967000000E-06 1.050800000E-05
1.600000000E+01 1.093750000E-04 9.717200000E-05 8.557300000E-05 7.517500000E-05 6.653200000E-05 5.984600000E-05 5.523000000E-05 5.272000000E-05 5.215700000E-05 5.330300000E-05 5.580800000E-05
1.700000000E+01 1.463136000E-03 1.407890000E-03 1.342902000E-03 1.249351000E-03 1.144172000E-03 1.037174000E-03 9.301300000E-04 8.338220000E-04 7.502890000E-04 6.840740000E-04 6.366430000E-04
1.549996187E+01 2.799600000E-05 2.430900000E-05 2.119700000E-05 1.873600000E-05 1.692700000E-05 1.578700000E-05 1.513800000E-05 1.471900000E-05 1.404600000E-05 1.211400000E-05 7.748000000E-06
1.649996187E+01 4.138710000E-04 3.813870000E-04 3.462780000E-04 3.104790000E-04 2.764220000E-04 2.455670000E-04 2.191170000E-04 1.984880000E-04 1.839300000E-04 1.764260000E-04 1.754600000E-04
1.674996808E+01 7.878510000E-04 7.417240000E-04 6.869950000E-04 6.269900000E-04 5.653970000E-04 5.057190000E-04 4.508450000E-04 4.043380000E-04 3.675450000E-04 3.416330000E-04 3.276880000E-04
1.624993176E+01 2.137930000E-04 1.931780000E-04 1.724270000E-04 1.527240000E-04 1.349180000E-04 1.200030000E-04 1.083200000E-04 1.002590000E-04 9.608200000E-05 9.536000000E-05 9.817200000E-05
1.574996808E+01 5.554000000E-05 4.868800000E-05 4.254800000E-05 3.737300000E-05 3.338800000E-05 3.054400000E-05 2.892500000E-05 2.836500000E-05 2.867700000E-05 2.930100000E-05 2.936000000E-05
1.524993176E+01 1.398700000E-05 1.208400000E-05 1.053000000E-05 9.336000000E-06 8.428000000E-06 7.683000000E-06 6.743000000E-06 5.044000000E-06 1.912000000E-06 8.399000000E-06 9.052000000E-06
