T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 5.938000000E-06 1.200800000E-05 2.389700000E-05 4.697000000E-05 9.132800000E-05 1.757460000E-04 3.341200000E-04 6.235820000E-04 1.134772000E-03
295 5.076000000E-06 1.038200000E-05 2.083700000E-05 4.148200000E-05 8.191200000E-05 1.604860000E-04 3.112360000E-04 5.933530000E-04 1.103149000E-03
300 4.353000000E-06 9.004000000E-06 1.814600000E-05 3.636900000E-05 7.262600000E-05 1.445380000E-04 2.854550000E-04 5.553000000E-04 1.063568000E-03
305 3.764000000E-06 7.920000000E-06 1.591500000E-05 3.186900000E-05 6.396900000E-05 1.288330000E-04 2.581560000E-04 5.117250000E-04 9.994340000E-04
310 3.255000000E-06 7.134000000E-06 1.419300000E-05 2.820500000E-05 5.643500000E-05 1.140640000E-04 2.312290000E-04 4.653030000E-04 9.237110000E-04
315 2.678000000E-06 6.646000000E-06 1.307100000E-05 2.540200000E-05 5.025700000E-05 1.011150000E-04 2.058500000E-04 4.186310000E-04 8.440070000E-04
320 1.796000000E-06 6.355000000E-06 1.245800000E-05 2.358600000E-05 4.558200000E-05 9.031300000E-05 1.830580000E-04 3.739780000E-04 7.610150000E-04
325 5.271000000E-06 6.040000000E-06 1.238500000E-05 2.273400000E-05 4.254500000E-05 8.211700000E-05 1.641220000E-04 3.343270000E-04 6.835770000E-04
330 5.592000000E-06 5.263000000E-06 1.275100000E-05 2.289800000E-05 4.114700000E-05 7.685200000E-05 1.493960000E-04 3.009130000E-04 6.132990000E-04
335 6.530000000E-06 7.470000000E-06 1.314500000E-05 2.395000000E-05 4.137500000E-05 7.432100000E-05 1.399020000E-04 2.749410000E-04 5.540730000E-04
340 8.210000000E-06 7.797000000E-06 1.275700000E-05 2.571100000E-05 4.327700000E-05 7.478200000E-05 1.353600000E-04 2.575410000E-04 5.073050000E-04
