fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_305 001_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.004405674E-15 1.000000000E+20 1.202032905E+00 1.248549852E-15 5.014388275E-03 
001_305_SRH 001_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.170845321E-15 1.000000000E+20 1.207223746E+00 1.235210463E-15 6.715203228E-03 
002_305 002_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.013695498E-15 1.000000000E+20 1.203559100E+00 1.826151731E-15 5.464520146E-03 
002_305_SRH 002_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.180940058E-15 1.000000000E+20 1.207248082E+00 1.812976153E-15 6.725183127E-03 
003_305 003_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 5.489069235E-15 1.000000000E+20 1.204687538E+00 2.673983738E-15 5.824802951E-03 
003_305_SRH 003_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.657350279E-15 1.000000000E+20 1.207283699E+00 2.660945869E-15 6.739812936E-03 
004_305 004_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 7.641497054E-15 1.000000000E+20 1.205522629E+00 3.918355889E-15 6.107308536E-03 
004_305_SRH 004_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 6.811174032E-15 1.000000000E+20 1.207335777E+00 3.905436578E-15 6.761248236E-03 
005_305 005_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.077276919E-14 1.000000000E+20 1.206152414E+00 5.744571708E-15 6.330126807E-03 
005_305_SRH 005_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 9.944384756E-15 1.000000000E+20 1.207411827E+00 5.731761305E-15 6.792627512E-03 
006_305 006_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.530943098E-14 1.000000000E+20 1.206650749E+00 8.424425207E-15 6.513360696E-03 
006_305_SRH 006_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.448378238E-14 1.000000000E+20 1.207522603E+00 8.411725535E-15 6.838507748E-03 
007_305 007_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.184379074E-14 1.000000000E+20 1.207080720E+00 1.235645187E-14 6.677337682E-03 
007_305_SRH 007_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.102202120E-14 1.000000000E+20 1.207683441E+00 1.234387832E-14 6.905469013E-03 
008_305 008_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.117724701E-14 1.000000000E+20 1.207498913E+00 1.812480632E-14 6.842580170E-03 
008_305_SRH 008_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 3.036095617E-14 1.000000000E+20 1.207915831E+00 1.811239045E-14 7.002944689E-03 
009_305 009_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.435339312E-14 1.000000000E+20 1.207960132E+00 2.658531575E-14 7.030910691E-03 
009_305_SRH 009_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.354475405E-14 1.000000000E+20 1.208249304E+00 2.657310922E-14 7.144305945E-03 
010_305 010_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 6.265630802E-14 1.000000000E+20 1.208521645E+00 3.899119254E-14 7.267191470E-03 
010_305_SRH 010_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 6.185816129E-14 1.000000000E+20 1.208723264E+00 3.897927145E-14 7.348207522E-03 
011_305 011_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 8.753704707E-14 1.000000000E+20 1.209246365E+00 5.717675395E-14 7.581287947E-03 
011_305_SRH 011_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 8.675291149E-14 1.000000000E+20 1.209388136E+00 5.716522706E-14 7.640064556E-03 
012_305 012_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.204325234E-13 1.000000000E+20 1.210203785E+00 8.382649193E-14 8.009803061E-03 
