fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UDT0 11:07:50 308.2 37.62 1.000E+000 1.095E+000 1.045E-006 4.510E+002 2.147E+000 1.067E-007 1.771E-003 
UDT1 11:12:10 308.3 37.61 1.000E+000 1.144E+000 8.756E-007 4.513E+002 2.204E+000 9.704E-008 1.772E-003 
UDT10 11:36:56 308.3 37.61 1.000E+000 1.175E+000 8.215E-007 4.513E+002 2.217E+000 9.383E-008 2.543E-003 
UDT2 11:14:12 308.3 37.61 1.000E+000 1.144E+000 9.242E-007 4.513E+002 2.178E+000 1.016E-007 1.918E-003 
UDT3 11:15:56 308.3 37.61 1.000E+000 1.200E+000 7.955E-007 4.513E+002 2.238E+000 8.940E-008 1.772E-003 
UDT4 11:18:20 308.3 37.61 1.000E+000 1.246E+000 7.296E-007 4.513E+002 2.266E+000 8.441E-008 1.631E-003 
UDT5 11:23:10 308.5 37.58 1.000E+000 1.094E+000 9.960E-007 4.518E+002 2.159E+000 1.050E-007 2.714E-003 
UDT6 11:26:10 308.4 37.59 1.000E+000 1.209E+000 7.933E-007 4.515E+002 2.215E+000 9.398E-008 2.669E-003 
UDT7 11:28:00 308.3 37.61 1.000E+000 1.105E+000 9.566E-007 4.513E+002 2.176E+000 9.962E-008 2.633E-003 
UDT8 11:30:02 308.3 37.61 1.000E+000 1.145E+000 8.564E-007 4.513E+002 2.216E+000 9.329E-008 2.687E-003 
UDT9 11:33:36 308.3 37.61 1.000E+000 1.156E+000 8.603E-007 4.513E+002 2.202E+000 9.638E-008 2.597E-003 
