N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 7.586000000E-06 8.693000000E-06 9.866000000E-06 1.105500000E-05
1.600000000E+01 5.254300000E-05 5.131900000E-05 5.075200000E-05 5.040000000E-05
1.700000000E+01 2.059470000E-04 2.080520000E-04 2.072730000E-04 1.612870000E-04
1.549996187E+01 2.434100000E-05 2.338200000E-05 2.291700000E-05 2.274400000E-05
1.649996187E+01 1.061150000E-04 1.054940000E-04 1.055440000E-04 1.054830000E-04
1.674996808E+01 1.508190000E-04 1.490690000E-04 1.491170000E-04 1.530310000E-04
1.624993176E+01 7.452300000E-05 7.364400000E-05 7.333600000E-05 7.307700000E-05
1.574996808E+01 3.641700000E-05 3.520700000E-05 3.444800000E-05 3.415800000E-05
1.524993176E+01 1.563100000E-05 1.538400000E-05 1.552300000E-05 1.579200000E-05
