N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.402500000E-05 1.282000000E-05 1.206400000E-05 1.160400000E-05
1.600000000E+01 7.563600000E-05 7.435900000E-05 7.355800000E-05 7.313800000E-05
1.700000000E+01 3.184600000E-04 3.189580000E-04 3.186490000E-04 3.206640000E-04
1.549996187E+01 3.444800000E-05 3.269700000E-05 3.157700000E-05 3.097800000E-05
1.649996187E+01 1.585780000E-04 1.584220000E-04 1.584220000E-04 1.580400000E-04
1.674996808E+01 2.279010000E-04 2.280600000E-04 2.281040000E-04 2.281140000E-04
1.624993176E+01 1.088500000E-04 1.080070000E-04 1.076430000E-04 1.074410000E-04
1.574996808E+01 5.144600000E-05 4.962100000E-05 4.867100000E-05 4.820400000E-05
1.524993176E+01 2.180300000E-05 2.045000000E-05 1.947700000E-05 1.892400000E-05
